微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IuqTBE1Qe,"海门市关于准许部分经营场所恢复营业的通告为切实统筹抓好疫情防控和市场保供工作，维护人民群众的正常生活秩序，在做好疫情防控的前提下,对部分经营场所实施逐步放开恢复营业，具体通告如下：1.从2020年2月17日起，首批准许恢复营业的经营场所：农资经营门市，文具店，汽车、电瓶车、自行车、电器、农（渔）业机械修理及零配件销售门市，劳保用品店，预包装食品、烟酒、牛奶批发门市，婴幼儿用品店，文印店，鲜花店，电信移动通讯销售、服务门市，理发店。2.经营者须按照疫情防控工作要求，落实主体责任，认真做好自查整改。具备复工条件的经营场所向所在社区（村居）提出申请，并提交书面承诺书和其他必要材料。社区（村居）在接到申请后1天内按照复工标准对经营场所进行现场查验，并报区镇审核备案，审核通过的可以恢复营业。3.获批营业的经营场所必须严格落实疫情防控工作要求，在入口处要设置“未戴口罩禁止入内”醒目提示，对所有入店人员进行体温测量，未佩戴口罩或体温异常者一律禁止入内。从业人员必须佩戴口罩做好防护，场所内部必须按要求做好消毒、通风等防控工作。对防控工作不到位的，将依法追究经营者和管理者的责任，并中止营业。4.疫情管控形势严峻的区镇，根据管控需求可适当延迟复工时间。海门市新型冠状病毒感染的肺炎疫情防控工作指挥部办公室2020年2月16日 ",,无,无,无,2020-02-16 09:57,专业版微博,341,22,99
IuqTjAOH8,江苏新增13例新型冠状病毒肺炎确诊病例（2.16）2020年2月15日0-24时，江苏省报告新型冠状病毒肺炎新增确诊病例13例。其中，轻型病例1例，普通型病例12例。新增出院病例30例。新增重型病例3例（其中2例原为普通型病例，1例原为危重型病例）；1例重型病例符合新冠肺炎出院标准，1例转为普通型病例，1例转为危重型病例。新增危重型病例1例（原为重型病例），另有1例危重型病例转为重型病例。新增确诊病例中，南京市1例、无锡市1例、徐州市1例、常州市3例、连云港市2例、淮安市3例、扬州市1例、宿迁市1例。其中，年龄最大的68岁，最小的8岁。男性9人，女性4人。所有病例均已在定点医院救治，病情平稳。截至2月15日24时，江苏省累计报告新型冠状病毒肺炎确诊病例617例。其中，轻型病例48例，普通型病例559例，重型病例6例，危重型病例4例。出院病例190例。确诊病例中，南京市92例、无锡市53例、徐州市78例、常州市46例、苏州市86例、南通市40例、连云港市48例、淮安市63例、盐城市27例、扬州市22例、镇江市12例、泰州市37例、宿迁市13例。重型病例中，南京市1例、徐州市1例、苏州市1例、淮安市2例、镇江市1例。危重型病例中，南京市1例、连云港市1例、淮安市1例、盐城市1例。出院病例中，南京市29例、无锡市18例、徐州市23例、常州市11例、苏州市26例、南通市15例、连云港市12例、淮安市13例、盐城市9例、扬州市7例、镇江市4例、泰州市16例、宿迁市7例。目前，江苏省追踪到密切接触者12224人，已解除医学观察8849人，尚有3375人正在接受医学观察。专家提醒：近期仍然要坚持尽量不要外出，更要避免集聚。尽量避免使用公共交通，开私家车要注意开窗通风。随着企业复工，来苏返苏人员增多，建议要尽快登录“来苏返苏人员健康状况主动申报系统”，每日早晚两次申报健康状况。有条件的企事业单位，可以统一组织申报。如果出现发热、咳嗽等症状，请尽快到就近的发热门诊就医，并主动告知近2周的活动轨迹。来源：健康江苏 ,,无,无,无,2020-02-16 09:57,专业版微博,36,6,18
IupPvbWeK,通城新年的第一场雪2月16日一大早，不少市民推开窗户可以发现室外小区的绿地、汽车上盖上了一层薄薄的雪，气温较前两天也有大幅的下降，出行需注意防寒保暖。记者 徐培钦  [组图共8张] 原图 ,,"http://ww2.sinaimg.cn/large/b9259e9aly1gbxvn8xrtdj21390u04qp.jpg,http://ww2.sinaimg.cn/large/b9259e9aly1gbxvn8srzaj215j0u0tq5.jpg,http://ww4.sinaimg.cn/large/b9259e9aly1gbxvn9cxy9j21b00u01kx.jpg,http://ww1.sinaimg.cn/large/b9259e9aly1gbxvn96bq4j21400u0hdt.jpg,http://ww2.sinaimg.cn/large/b9259e9aly1gbxvn927ohj20u0140b29.jpg,http://ww4.sinaimg.cn/large/b9259e9aly1gbxvn8t415j213k0u0000.jpg,http://ww4.sinaimg.cn/large/b9259e9aly1gbxvn8yg5vj21400u0kjl.jpg,http://ww3.sinaimg.cn/large/b9259e9aly1gbxvn8xzd0j216k0u01g3.jpg",无,无,2020-02-16 07:14,专业版微博,39,10,8
Iul9nlSUu,今天，南通三院又出院2人！全市累计出院新冠肺炎确诊病例15人来源：南通发布（通讯员王晨光　记者冯启榕 图片：通讯员李雪梅）继2月6日、10日、12日三批新冠肺炎患者出院后，今天（2月15日）上午，我市新型冠状病毒感染的肺炎患者定点收治医院——南通市第三人民医院又有2名确诊患者治愈出院。此次出院的确诊患者为39岁的王女士、47岁的袁女士。王女士从事技术工作，重庆人，从重庆坐飞机来通，2月1日入院；袁女士，南通海安人，1月31日入院。经过医护人员精心治疗、护理，患者病情逐步改善，已连续多日体温正常，呼吸道症状明显好转，胸部CT显示炎症明显吸收，隔天两次新型冠状病毒核算检测为阴性。根据最新版《新型冠状病毒感染的肺炎诊疗方案》，经专家组评估，符合确诊病例解除隔离和出院标准。截至2月15日，全市已有15名新型冠状病毒肺炎确诊患者出院。 原图 ,,http://wx4.sinaimg.cn/large/b9259e9agy1gbxazjooepj20ax0dtjz7.jpg,无,无,2020-02-15 19:20,360安全浏览器,49,5,40
IuktqsFZR,重磅！交通部：疫情防控期间全国收费公路免收车辆通行费据交通运输部官方微信消息，2月15日，从交通运输部获悉，经国务院同意，2月17日零时起至疫情防控工作结束，全国收费公路免收车辆通行费。具体截止时间另行通知。据了解，此次免费范围为符合《中华人民共和国公路法》《收费公路管理条例》规定，经依法批准设置的所有收费公路(含收费桥梁和隧道);免费对象为依法通行收费公路的所有车辆。其中，联网收费高速公路以车辆驶离出口收费车道的时间为准，开放式收费的高速公路和普通收费公路以车辆通过收费站收费车道的时间为准。交通运输部印发通知，明确新冠肺炎疫情防控期间免收收费公路车辆通行费的具体工作，由各省(区、市)人民政府负责统一组织实施。省级交通运输主管部门要在当地政府统一领导下，会同有关部门制定方案，落实责任，细化措施，加强公路保通保畅，保护人民群众生命安全和身体健康，保障疫情防控和生产生活物资运输，支持企业复工复产，为稳定经济社会大局提供有力支撑。来源 | 国家交通运输部 ,,无,无,无,2020-02-15 17:36,专业版微博,52,2,29
IujwF2MJa,110台扫雪除冰机械设备整装待发！南通城管准备好了来源：南通发布（文、图丨记者 蒋娇娇 通讯员 周舟）据市气象台最新消息，未来几天我市将迎来寒潮雨雪天气，为保障道路畅通和市民出行安全，助力打赢疫情防控阻击战，市区两级城管、环卫部门紧急部署，全力做好雨雪冰冻灾害应对工作。今日，记者从市城管局监督指挥中心了解到，购置的110台扫雪除冰机械设备整装待发。市城管局监督指挥中心政委高辉告诉记者：“在市气象部门预告本周末将有雨雪天气后，我们第一时间以市扫雪防冻指挥部办公室名义下发通知，迅速落实各项应对工作。同时还协调对接各区环卫处，要求对2019年新添置的扫雪除冰机械设备做好安装、调试工作。”同时，市城管部门将做好市区主次干道、城市出入口、医院、机场、火车站、农贸市场周边、小区出入口等区域的清扫工作。市城管局副局长顾斌表示：“在全市共同阻击新冠肺炎疫情的关键节点上，我们将强化全天候24小时值班值守，及时了解掌握天气动态，一旦发生雪情立即启动扫雪除冰工作，做到‘降雪不止、机扫不停’，绝不让雨雪冰冻灾害给全市人民‘添堵’。” [组图共2张] 原图 ,,"http://ww4.sinaimg.cn/large/b9259e9agy1gbx3td5bnij20k00ey0ux.jpg,http://ww1.sinaimg.cn/large/b9259e9agy1gbx3td7wpuj20k00ez77x.jpg",无,无,2020-02-15 15:11,专业版微博,28,5,13
IujpgFNxr,重磅！南通出台11条金融政策实施细则，全力支持企业发展市政府办公室转发市地方金融监管局等部门关于南通市应对新冠肺炎疫情支持企业发展金融政策实施细则的通知各县（市）、区人民政府，南通经济技术开发区、苏通科技产业园区、通州湾示范区管委会，市各委、办、局，市各直属单位，各金融机构：市地方金融监管局会同人行南通市中心支行、南通银保监分局制定的《南通市应对新冠肺炎疫情支持企业发展金融政策实施细则》已经市政府同意，现转发给你们，请认真贯彻执行。南通市人民政府办公室2020年2月13日南通市应对新冠肺炎疫情支持企业发展金融政策实施细则市地方金融监管局人行南通市中心支行南通银保监分局为深入贯彻落实党中央、国务院和省、市关于加强新型冠状病毒感染的肺炎疫情防控工作的决策部署，进一步强化金融支持和服务保障，全力配合做好我市疫情防控工作，根据《南通市人民政府关于全力应对疫情支持企业发展的十二条政策意见》（通政发〔2020〕3号）精神，特制定本实施细则。一、确保中小微企业信贷总量适度增长第一条  各银行机构要确保2020年全市中小微企业信贷总量继续保持合理增长，普惠型小微企业贷款增速要高于各项贷款平均增速，大型银行普惠型小微企业贷款增速要高于20%，普惠型小微企业有贷款余额的户数不低于年初水平。对于余额比年初下降的银行机构，南通银保监分局将采取必要的监管措施并及时通报。第二条  各银行机构要逐户梳理批发零售、住宿餐饮、物流运输、文化旅游等行业受疫情影响大的企业，以及有发展前景但受疫情影响暂遇困难的企业情况，按照“一企一策”的原则制定融资服务方案，重点解决企业复工复产融资需求及贷款到期续贷、转贷问题，不得盲目抽贷、断贷、压贷。对于2020年3月31日前（视疫情变化情况适时调整）到期的贷款，根据企业受影响程度、复产情况及贷款状况等，合理采取展期、延期、调整还款计划、调整付息方式、无还本续贷等手段，切实减轻受困企业还本付息压力，根据企业生产经营需要可延长贷款期限不超过6个月。对于运用保险、担保等增信措施的信贷业务，相关银行机构要积极协调增信机构做好贷款延期工作。第三条  对受疫情影响的上市公司质押股权，各金融机构应在疫情期间及恢复期制定特殊的风险容忍政策。市地方金融监管局要推动建立上市挂牌及拟上市企业中的受困企业“一对一”服务机制。同时，全力支持上市挂牌企业发挥自身专长，支持抗疫工作。二、确保中小微企业综合融资成本有效降低第四条  各银行机构在疫情防控期间，要主动调低贷款利率，加大对中小微企业的支持力度，确保贷款利率水平不高于2019年，对重要防疫物资和重点民生领域、普惠型小微企业贷款综合成本在2019年基础上力争再降0.5个百分点。人行南通市中心支行对金融机构小微企业贷款以及普惠型小微企业贷款加权平均利率进行监测，对利率上涨的机构进行约谈、通报，相关情况纳入年度综合评价。第五条  市、县（市）区政府转贷服务、融资担保机构降低转贷、担保服务费用，对1000万元以内的转贷需求，日利率应控制在0.3‰以内；对单户担保金额500万元及以下的小微企业和“三农”主体收取的担保费率不超过1%，对单户担保金额500万元以上的小微企业和“三农”主体收取的担保费率不超过1.5%。对于不落实收费减免政策的地方金融从业机构，市地方金融监管局要及时对其采取约谈、通报等惩戒措施。第六条  充分发挥再贴现、再贷款资金作用，落实好人民银行专项再贷款相关政策，提供优惠利率信贷支持。对于纳入市发改委、市工信局疫情重点保障企业名单的，涉及保障公共事业运行必需、疫情防控必需、群众生活必需及其他涉及重要国计民生相关领域的企业，地方法人银行机构发放的小微企业贷款利率低于同期贷款市场报价利率的、银行机构办理票据贴现利率低于全市平均水平0.5个百分点以上的，人行南通市中心支行分别给予全额再贷款、再贴现支持。坚决禁止挪用以上专项支持资金用于金融投资、理财套利等其他非生产用途。一经发现，取消相关企业和金融机构享受优惠政策支持资格，并严肃追究相应责任。三、确保满足各类疫情保险需求第七条  各保险机构要根据情况按照特事特办、急救先行的原则，开通报案理赔绿色通道，提供预付赔款、无保单理赔、主动排查出险等服务，同时对疫情相关出险理赔客户积极探索在医院等级、医保结算、诊疗项目等方面减少限制，确保高效理赔。对受疫情影响较大的企业，可根据实际情况减免暂停营业期间保费，延长保险期间或延后保费缴纳时间。第八条  各保险机构要积极为一线医护人员、疫情防控志愿者等重点群体提供针对性强、保障度高的保险产品；要分析疫情对外贸的影响，以市场需求为导向，丰富产品服务类型，做好外贸企业的保险服务。四、确保线上金融服务畅通高效第九条  持续开展“融金惠通”帮企、“百行进万企”等金融服务活动，组织金融机构充分利用南通综合金融服务平台、南通创业融资服务平台，通过电话问询、线上顾问、远程服务等形式，对中小微企业特别是受疫情影响的企业进行金融顾问服务，实现企业需求与金融供给的精准匹配和高效转化。第十条  南通综合金融服务平台开通受疫情影响困难企业绿色通道，各银行机构要积极利用绿色通道，及时在绿色通道编辑上架有针对性的金融产品，满足受困企业需要。市地方金融监管局会同市不动产登记中心建立企业抵押登记线上办公微信群，在线办理疫情期间急需办理的企业不动产抵押登记、注销等业务，确保企业贷款及时续转。五、建立疫情期间政策保障工作机制第十一条  市地方金融监管局、人行南通市中心支行、南通银保监分局建立疫情期间金融工作会商工作组和三项工作机制：一是会商机制。由市地方金融监管局牵头，每日在微信工作群研判政策执行情况、存在的问题和改进意见。二是监测机制。各银行机构按旬上报中小微企业贷款情况表，融资担保公司按旬上报担保贷款费率明细表，转贷服务公司按旬上报转贷费率明细表。具体报表格式和填报要求另行通知。三是督查机制。市金融监管部门分别设立融资热线电话和服务监督电话，疫情防控及恢复期间，欢迎企业提出融资需求、监督金融机构执行政策。市金融监管部门定期对企业反馈的问题进行督查，确保各金融机构将政策执行到位。市地方金融监管局融资服务热线电话：88113333，电子邮箱：ntjrbybc@126.com。人行南通市中心支行服务监督电话：85512224，电子邮箱：nantong_jrlstd@163.com。南通银保监分局服务监督电话85159583，电子邮箱：ntybjphjrk@126.com。本实施细则执行期暂定为自发布之日起至2020年6月30日。由市地方金融监管局会同人行南通市中心支行、南通银保监分局负责本实施细则解释。 ,,无,无,无,2020-02-15 14:53,专业版微博,11,7,12
IuhxWqeQM,南通市新型冠状病毒肺炎疫情通报2020年2月14日0-24时，我市新增新型冠状病毒肺炎确诊病例1例。新增病患基本情况如下：董某某，女性，50岁，现居通州区张芝山镇八字桥村23组，有新冠肺炎确诊患者接触史，2月3日起相继出现发热、头痛、肌肉酸痛、咳嗽，2月14日确诊。现收治于南通市定点医院，病情平稳。截至2月14日24时，我市累计报告新型冠状病毒肺炎确诊病例40例，其中，普通型病例39例，重型病例1例，出院病例13例。确诊病例中，海安市5例（高新区3例、其中出院2例，南莫镇2例、其中出院1例），如皋市7例（长江镇3例、其中出院2例，如城街道3例、江安镇1例），如东县3例（栟茶镇3例，其中出院2例），海门市14例（悦来镇2例、其中出院1例，高新区2例、其中出院1例，三厂街道5例、滨江街道1例、海门港新区1例、开发区2例、三星镇1例），启东市3例（吕四港镇2例、其中出院2例，王鲍镇1例），通州区8例（平潮镇3例、其中出院2例，张芝山镇4例、金新街道1例）。目前，共追踪密切接触者1324人，已解除医学观察966人，尚有358人正在接受医学观察。南通市新型冠状病毒感染的肺炎疫情防控指挥部2020年2月15日 ,,无,无,无,2020-02-15 10:09,专业版微博,235,9,120
IuhuI41C4,通州区新型冠状病毒肺炎疫情通报（2.15）据省卫健委发布的疫情信息，2020年2月14日0-24时，我区新增新型冠状病毒肺炎确诊病例1例。现将该病例基本情况和活动轨迹通报如下：董某，女，50岁，住通州区张芝山镇八字桥村，个体缝纫工。有新冠肺炎病例接触史。2月3日6时出现发热症状，目前在南通市第三人民医院隔离治疗。根据流行病学调查，其主要活动轨迹如下： 1月22日晚在张芝山渔洋酒家就餐。1月23-25日在家中没有外出。1月26日上午在家休息，下午在邻居家打牌。1月27日9:00-9:30去中国邮政银行南兴支行存款，随后去了南兴江海药房买口罩，下午在家休息。1月28日-2月1日期间，除28、30日下午到邻居家打牌外，其余时间均在家中没有外出。2月2日白天在家，21:30到张芝镇集中隔离点接受医学观察。2月5日晚转至南通市第三人民医院隔离治疗。该患者的密切接触者均已追踪到位，并从追踪当日起实施集中医学观察措施，其密切接触者的密切接触者也采取了居家医学观察措施。为以防万一，如还存有与上述患者有密切接触的其他可能人员，请主动与通州区新型冠状病毒肺炎疫情防控指挥部联系（联系电话86028177，传真86028108），并配合卫生健康部门的调查，主动接受相关医学观察等措施，否则依据《中华人民共和国传染病防治法》将依法追究其法律责任。通州区新型冠状病毒肺炎疫情防控指挥部2020年2月15日 ,,无,无,无,2020-02-15 10:01,专业版微博,106,4,29
IugZhAPV0,江苏新增11例新型冠状病毒肺炎确诊病例来源：健康江苏2020年2月14日0-24时，江苏省报告新型冠状病毒肺炎新增确诊病例11例，均为普通型病例。新增出院病例23例。新增确诊病例中，无锡市1例、徐州市1例、苏州市1例、南通市1例、连云港市1例、淮安市4例、盐城市1例、扬州市1例。其中，年龄最大的77岁，最小的19岁。男性2人，女性9人。所有病例均已在定点医院救治，病情平稳。截至2月14日24时，江苏省累计报告新型冠状病毒肺炎确诊病例604例。其中，轻型病例47例，普通型病例547例，重型病例6例，危重型病例4例。出院病例160例。确诊病例中，南京市91例、无锡市52例、徐州市77例、常州市43例、苏州市86例、南通市40例、连云港市46例、淮安市60例、盐城市27例、扬州市21例、镇江市12例、泰州市37例、宿迁市12例。重型病例中，南京市1例、徐州市1例、苏州市1例、南通市1例、淮安市1例、镇江市1例。危重型病例中，徐州市1例、连云港市1例、淮安市1例、盐城市1例。出院病例中，南京市27例、无锡市15例、徐州市20例、常州市11例、苏州市17例、南通市13例、连云港市10例、淮安市11例、盐城市6例、扬州市6例、镇江市2例、泰州市16例、宿迁市6例。目前，江苏省追踪到密切接触者12062人，已解除医学观察8057人，尚有4005人正在接受医学观察。专家提醒：近期仍然要坚持尽量不要外出，更要避免集聚。尽量避免使用公共交通，开私家车要注意开窗通风。少去密闭、通风不良的公共场所，在外要注意减少公共部位的接触。出门戴口罩，回家先洗手。随着企业复工，来苏返苏人员增多，建议要尽快登录“来苏返苏人员健康状况主动申报系统”，每日早晚两次申报健康状况。有条件的企业事业单位，可以统一组织申报。如果出现发热或咳嗽等症状，请尽快到定点发热门诊就医，并主动告知前2周的生活轨迹。 ,,无,无,无,2020-02-15 08:44,专业版微博,174,5,51
IugHwia6Z,急寻相关病例密切接触者接南通市新型冠状病毒肺炎疫情防控指挥部通知：2月9日，上海仁济医院东院接诊一名发热患者，病毒核酸检测呈阳性。经初步调查，患者吴某汉，男，64岁，居住地为海门市海门街道港南小区52幢，1月13日至2月5日在海门活动。根据防控要求，最大限度阻断传染源，遏制疫情扩散，请与其密切接触者立即落实居家隔离观察措施，并尽快向属地防控指挥部或村、社区报告。                                   海门市新型冠状病毒肺炎疫情防控指挥部   2020年2月15日来源：海门发布 ,,无,无,无,2020-02-15 08:00,专业版微博,40,6,13
IucWzeLur,【出发！去武汉！】出发！去武汉这是我们现在能听到的最动听的声响去给生命以力量去给渴望以希望然后用一江春水去涌动中国新的启航 出发！去武汉用眼神和陌生的兄弟深情相望去火神山雷神山让汗水和工地的尘土一起飞扬去定点收治医院与困窘的眼神共渡难关去一个个方舱和八方的白衣战士一起担当 出发！去武汉武汉也许只是一个方向孝感、十堰、黄冈去荆楚大地任何一个需要力挺的地方连起我们共同的心跳筑就中国力量 出发！去武汉可以用心脏来导航让视频和文字都喊出加油让坚守和出击激起同样的高亢用天安门广场上的步伐走出国人激昂的响亮 我仿佛看到黄鹤楼上的诗句不再忧伤我仿佛看到武大的樱花会别样的灿烂那就让我们为这个声音送上敬意出发！去武汉作者：施建 朗诵：褚筱玲制作：张逸民 图片：李波 http://t.cn/A6htFNZi ,,无,无,无,2020-02-14 22:26,微博视频号,34,13,3
IucSfxcAF,【南通援大冶医疗队正式进驻当地医院开展工作，全员状态良好！】14日，记者从南通援大冶医疗队了解到，当天上午包括南通医护人员在内的江苏援大冶医疗队的全体62名队员分赴大冶市人民医院、大冶市中医医院，经过与院方开展现场对接后，已正式进入隔离病区开展工作。 早上7点30分，江苏援冶医疗队全体队员集结完毕，带齐相关装备，陆续登上大巴车，分别前往大冶市人民医院、大冶市中医医院。“今天我们江苏援冶医疗队的6名医生和22名护士，将充实到重症病区来完成临床的工作，其余的医生和护士分散到其他区域进行相应的临床工作。”在大冶市人民医院，江苏援冶医疗队领队、南通市第一人民医院呼吸内科副主任马航告诉记者。“从清洁区要穿过4扇门才能走进重症患者区域，我们在流程熟悉后进入到了该区域。”当天，他带领江苏援冶医疗队的队员们向该院医生了解隔离病房病人基本情况，熟悉病房布局、病人情况以及操作流程，商讨诊疗等工作方案。据了解，大冶市人民医院是当地的三级综合医院，大冶市中医医院是当地的二级甲等医院。大冶市人民医院共有12个隔离病区，支援大冶的医护人员按预定方案分别到岗到位。“江苏医疗支援队的到来对于我们来说如同久旱逢甘霖，为打赢抗疫阻击战增添了生力军。”大冶市人民医院党委书记院长许清接受采访时表示。“江苏的援军来的非常及时，他们将在我们医院12个隔离病区展开各项诊疗救治工作，我相信在大家的共同努力下，一定能打赢这场疫情防控阻击战。”另一路带队前往大冶市中医医院工作的是江苏援冶医疗队临时党支部书记、南通市第六人民医院呼吸内科副主任医师顾红艳。目前，大冶市中医医院分成3个隔离病区，共有10名江苏援冶医疗队员进行支援。其中第一病区收治的是确诊重症病例，第二、第三病区则以轻症病例为主。“到一病区重症病区，二病区和三病区收治的是疑似病例，病患的病情稍轻，我们将把感染科和呼吸科的医生和护士安排进去，今后再根据收治病人的情况以及人员的需要进行动态调整。”顾红艳表示。目前，南通前往援助黄石大冶市的医疗队员全部混编入江苏医疗队开展工作，全体队员的工作热情饱满，状态良好。 [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/b9259e9agy1gbwag5ywgvj20k00f0tf3.jpg,http://ww1.sinaimg.cn/large/b9259e9agy1gbwag65dlbj20k00f0qa9.jpg",无,无,2020-02-14 22:15,专业版微博,48,2,2
IucR8oone,2月12日，苏锡常通泰五市联合发出《关于苏锡常通泰五市交通管控（防控）组道路物资运输保畅保通工作的通知》，要求切实做好疫情防控期间物资运输保障工作，服务经济社会发展，采取有力有效措施，解决保通保畅工作中存在的问题。  [组图共3张] 原图 ,,"http://ww4.sinaimg.cn/large/b9259e9agy1gbwadayg60j20u0188awj.jpg,http://ww3.sinaimg.cn/large/b9259e9agy1gbwadb5mquj20u018l1gp.jpg,http://ww3.sinaimg.cn/large/b9259e9agy1gbwadb12pkj20u018ie81.jpg",无,无,2020-02-14 22:13,专业版微博,154,15,27
IucQqlSMo,【南通53家A级景区今年向全国医护工作者免费开放】为了致敬奋战在新冠肺炎疫情防控一线的广大医务工作者，南通市文广旅局联合南通市旅游协会向全市A级旅游景区郑重倡议，倡议得到了南通狼山、洲际绿博园、野生动物园等53家景区的响应，各景区承诺自景区恢复运营之日起至2020年12月31日，全部对全国医护工作者免费参观游览政策、提供系列免费贴心服务。 [组图共7张] 原图 ,,"http://ww3.sinaimg.cn/large/b9259e9agy1gbwabgs481j20g80fsmy0.jpg,http://ww4.sinaimg.cn/large/b9259e9agy1gbwabgs50nj20g50fsmx8.jpg,http://ww2.sinaimg.cn/large/b9259e9agy1gbwabgta5bj20g20htdfy.jpg,http://ww3.sinaimg.cn/large/b9259e9agy1gbwabgtllaj20g10fv0ss.jpg,http://ww4.sinaimg.cn/large/b9259e9agy1gbwabgv0x0j20g40jujrj.jpg,http://ww4.sinaimg.cn/large/b9259e9agy1gbwabgsmauj20g40juq32.jpg,http://ww3.sinaimg.cn/large/b9259e9agy1gbwabgy3hrj20g40hvjrh.jpg",无,无,2020-02-14 22:11,专业版微博,59,18,14
IucOxCVyK,应对疫情支持外贸企业稳定发展！南通出台十二条政策意见  原图 ,,http://wx3.sinaimg.cn/large/b9259e9agy1gbwa69qqw3j20ku6bu7wh.jpg,无,无,2020-02-14 22:06,专业版微博,8,2,0
Iua558iUA,【启东一例确诊患者今天治愈出院】2月14日，启东市第三人民医院的一名新冠肺炎确诊患者治愈出院。据了解，这名庄姓患者为吕四港镇人，系启东市首例新冠肺炎确诊患者周某的妻子。庄某和丈夫长期在武汉做生意，夫妇俩于1月20号从武汉回到吕四，在庄某的丈夫发病后其一直在旁边照顾。庄某于1月30日发病后，被转到启东三院隔离治疗，2月2日确诊。庄某入院后，启东市级专家组第一时间为她制定了个性化的治疗方案，在三院医护人员的精心护理下，庄某的病情逐步改善。经复查肺部炎症明显吸收，两次新型冠状病毒核酸检测阴性。经过南通市专家组评估，符合出院标准，居家隔离观察。 http://t.cn/A6h5KyGb 原图 ,,http://wx1.sinaimg.cn/large/b9259e9agy1gbvy3yjg7tj20dw099q3o.jpg,无,无,2020-02-14 15:09,南通发布HD,52,6,28
Iu9W93BEM,南通市应对疫情支持企业发展金融政策实施细则 http://t.cn/A6h56c14  原图 ,,http://wx1.sinaimg.cn/large/b9259e9agy1gbvxhd3rkzj20440333yc.jpg,无,无,2020-02-14 14:47,南通发布HD,4,0,1
Iu8iMgwTy,【南通市新型冠状病毒肺炎疫情通报】2020年2月13日0-24时，我市新增新型冠状病毒肺炎确诊病例1例。新增病患基本情况如下：黄某，男性，40岁，现居海门市开发区通源新村，有新冠肺炎确诊患者接触史，2月4日起出现发热、咳嗽，2月13日确诊。现收治于海门市定点医院，病情平稳。截至2月13日24时，我市累计报告新型冠状病毒肺炎确诊病例39例，其中，普通型病例38例，重型病例1例，出院病例10例。确诊病例中，海安市5例（高新区3例、其中出院1例，南莫镇2例、其中出院1例），如皋市7例（长江镇3例、其中出院2例，如城街道3例、江安镇1例），如东县3例（栟茶镇3例，其中出院2例），海门市14例（悦来镇2例、其中出院1例，高新区2例、三厂街道5例、滨江街道1例、海门港新区1例、开发区2例、三星镇1例），启东市3例（吕四港镇2例、其中出院1例，王鲍镇1例），通州区7例（平潮镇3例、其中出院2例，张芝山镇3例、金新街道1例）。目前，共追踪密切接触者1319人，已解除医学观察868人，尚有451人正在接受医学观察。南通市新型冠状病毒肺炎疫情防控指挥部2020年2月14日 ,,无,无,无,2020-02-14 10:37,专业版微博,287,9,100
Iu8beuqu7,【寒潮警报！15-16日雨转雪！降温10℃左右】【南通气象——早间预报】寒潮警报：北方有一股较强冷空气正在东移南下，预计15日起自北向南影响我市，15-16日将有一次雨转雪天气，并伴有明显大风降温，最大风力可达陆上5～7级、沿江6～8级、沿海7～9级；48小时最低气温降幅可达10℃左右，17-19日早晨最低气温-3℃左右，有冰冻。请注意防范。-------------------------------------------今天白天多云到阴，傍晚到夜里阴有小雨，早晨前后部分地区有雾或浓雾。东南风3-4级，沿江江面东南风4-5级。今天最高气温：15-16℃。明天最低气温：3℃左右。-------------------------------------------沿海海面：今天白天多云到阴，傍晚到夜里阴有小雨，早晨前后部分地区有雾或浓雾。东南风5-6级阵风7级。 http://t.cn/A6hqXwxp 原图 ,,http://wx3.sinaimg.cn/large/b9259e9agy1gbvppw7e2kj20iu0e3gmh.jpg,无,无,2020-02-14 10:18,南通发布HD,7,1,1
Iu89Z5ooj,【等春来，我们好好拥抱】疫情，让人和人隔开很远，却让心与心贴得更近。隔离病毒，但不隔绝爱。2月14日，在今天这个日子，爱有了特殊的意义。等春来，摘下口罩，我们好好拥抱。#等春来你最想见谁#？  人民日报的微博视频  ,,无,无,无,2020-02-14 10:15,微博视频号,19,4,3
Iu89DsKzI,【江苏医疗队正式接管武汉方舱医院】2月13日，第五批江苏援湖北医疗队省队302人和国家紧急医学救援队37人共同接管武汉体育中心方舱医院的560张床位，当睌开始收治患者。JSTV荔枝视频的秒拍视频  ,,无,无,无,2020-02-14 10:15,微博视频号,55,5,5
