微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
ItKQsjt4a,#江苏❤️黄石  共同战疫##西望黄石#【高速路口50名#黄石特警致敬江苏队员#】11日晚9时许，随着9辆大客车出现在武黄高速黄石出入口，50名特警夹道欢迎，整齐举起右手敬礼，向江苏省援黄石医疗支援队致敬！同时，市交巡警支队民警也在现场负责交通疏导。交巡警黄石港大队大队长许军说，在这种困难时期，江苏的医务人员不畏危险，来到黄石支援，让他很感动，“作为一名市民，我衷心感谢他们对我们的帮助，作为一名交警，我有责任为他们保驾护航。”晚9时15分，在一辆警车的带领下，9辆载有江苏省援黄石医疗支援队队员的大客车驶入黄石。“敬礼！”一声令下，50名公安特警整齐向9辆大客车致敬，感谢他们支援黄石。随后，9辆大客车在3辆特警摩托车和警车的护送下，前往黄石磁湖山庄酒店。@东楚晚报 http://t.cn/A6hAZn6h ,,无,无,无,2020-02-11 22:54,微博视频号,145,19,37
ItJqACzP9,【理发师为“疫”线执勤警察免费理发】2月11日，市区理发师胡建伟看新闻发现火车站执勤“疫”线的警察头发长了，需要修剪，便主动联系车站派出所，愿意上门免费为他们理发，用实际行动向他们致敬，也为战胜疫情做点力所能及的事。  [组图共4张] 原图 ,,"http://ww3.sinaimg.cn/large/d58123f2gy1gbsoesks4qj20p00eqjus.jpg,http://ww1.sinaimg.cn/large/d58123f2gy1gbsoeslxbtj20p00g4aer.jpg,http://ww2.sinaimg.cn/large/d58123f2gy1gbsoesn0eyj20p00gptc8.jpg,http://ww1.sinaimg.cn/large/d58123f2gy1gbsoesmih5j20p00fntbo.jpg",无,无,2020-02-11 19:18,微博 weibo.com,40,0,10
ItJj5dudI,江苏省将举办新冠肺炎疫情防控消毒操作技术网络直播培训一、培训时间2月12日上午9：00—11：00二、培训方式网络直播，网址：http://t.cn/A6hwVPe6（中国江苏网提供）三、培训内容重点场所消毒技术操作指南；口罩分类和使用方法。请广大职工和居民收听收看。培训结束后，视频将通过省卫生健康委官方网站、官方微信、官方微博等渠道进行网络发布，请下载观看。 ,,无,无,无,2020-02-11 18:59,微博 weibo.com,19,15,38
ItIF57ZLU,【转存！#口罩怎么省着用#】疫情面前做好自我防护，戴口罩、勤洗手一定要记牢！但是很多网友说，口罩根本不够用啊……怎么办呢？欧阳夏丹教你这样省着用↓↓央视新闻的微博视频  ,,无,无,无,2020-02-11 17:21,微博视频号,8,2,3
ItIha5b9B,【#复工后有员工确诊怎么办#】国家卫生健康委疾控局负责人贺青华：如果复工后一个企业、一个工厂发现了确诊病人，对这个企业我们首先要对确诊病人的密切接触者全面了解清楚，第一方面，要与这个病人了解清楚，他最近都接触了哪些人，去了哪些地方。第二方面，也要与单位员工了解清楚，哪些人和他接触过，他去过什么场所。通过了解，找到密切接触者，对这些密切接触者实施集中隔离观察，在这期间如果发现这些密切接触者有健康方面的问题，立即就医。如果这个病人没有被早期发现，在单位和企业出现了广泛传播，这个时候就要对企业或单位采取一定措施。如果病例的发现较早，对于密切接触者采取了严格的医学观察措施，是不需要对这个企业或单位进行关闭的。http://t.cn/A6hZ7mzI ,,无,无,无,2020-02-11 16:22,微博视频号,3,0,4
ItHJBenoY,【雨中的坚守！】 #敬业# 2月11日，雨天。由于物流管控，临时雨棚很难到位，清江浦区府前街道各社区工作者雨中坚守防疫一线，把住无物管老旧小区的大门，守护居民平安。#社会主义核心价值观#  [组图共3张] 原图 ,,"http://ww2.sinaimg.cn/large/d58123f2gy1gbsgyw4p9dj20p00xc0z8.jpg,http://ww2.sinaimg.cn/large/d58123f2gy1gbsgyw5jcfj20p00xcwok.jpg,http://ww3.sinaimg.cn/large/d58123f2gy1gbsgyw8oe8j20p00ir44w.jpg",无,无,2020-02-11 14:59,360安全浏览器,53,2,11
ItHJq1Tk6,【爱心捐赠助力七师抗疫】2月11日，市三洋商贸于向东通过淮安市第十批援疆工作组向新疆生产建设兵团七师捐赠抗击新冠疫情第一批急需物资，包括2582公斤84消毒液和5000只医用口罩在江苏爱特福股份有限公司装箱，当日急运新疆，在新冠肺炎防控关键期，送去淮安的一片爱心。融媒体记者 刘志钧 通讯员 朱雷  [组图共4张] 原图 ,,"http://ww4.sinaimg.cn/large/d58123f2gy1gbsgokb3w8j20p00gywka.jpg,http://ww1.sinaimg.cn/large/d58123f2gy1gbsgokdimbj20p00h67a9.jpg,http://ww3.sinaimg.cn/large/d58123f2gy1gbsgokcwkij20p00jq795.jpg,http://ww4.sinaimg.cn/large/d58123f2gy1gbsgoke8ocj20p00h0afv.jpg",无,无,2020-02-11 14:59,360安全浏览器,56,1,8
ItHz57wjh,【暖心!她为即将进入隔离区的医护人员义务理发】陈梅是清江浦区让爱起航志愿服务中心一名普通志愿者，因为有一手理发的手艺，每次志愿活动她都承担起为市民义务理发的工作。2月10日上午，陈梅带着自己的工具箱来到淮安区楚州中医院，这一天她有一个特殊的任务，为医院即将进入隔离区的50余名医护人员理发。（王磊） [组图共3张] 原图 ,,"http://ww1.sinaimg.cn/large/d58123f2gy1gbsg7wxp21j20p00irn0q.jpg,http://ww1.sinaimg.cn/large/d58123f2gy1gbsg7wsauvj20bj0p0wg9.jpg,http://ww2.sinaimg.cn/large/d58123f2gy1gbsg7ws9exj20bj0p0400.jpg",无,无,2020-02-11 14:33,360安全浏览器,28,1,4
ItGPx4CDA,#送硬核江苏上热搜# 【快，来自黄石现场！这里的每个角落都值得我们冲锋前行】一场突如其来的新冠肺炎疫情让黄石的这个冬日不同寻常的平静，有这么一群坚守和奉献的黄石人，在平凡的岗位上努力，这里的每个角落都值得我们冲锋前行。新华日报的微博视频  ,,无,无,无,2020-02-11 12:41,微博视频号,46,6,20
ItGOtr7Ke,【#奶奶暴风雨式教育乱串老伴#：叫你不要到处串 再乱跑脚杆打断】2月10日，贵州金沙广播电视台发布一则“硬核老奶奶教育乱串老伴”的视频。画面中，奶奶“暴风雨式”教育不听劝到处乱串的老伴。网友：这是真爱燃新闻的秒拍视频  ,,无,无,无,2020-02-11 12:38,微博视频号,19,1,1
ItGlAaUpe,#权威发布# 【好消息！今天，淮安又新增1名新冠肺炎患者治愈出院！】截至目前，我市确诊患者已治愈出院6例。患者入院后，医护人员采用了中西医结合的治疗方案，第一时间为其抗病毒、抗感染及免疫增强，同时进行了心理疏导。在市医疗救治专家组和医护救治小组的共同努力下，经过全力救治，该名患者病情逐步改善，临床症状明显好转。连续3天以上没有发热，呼吸道症状明显好转，肺部CT复查影像炎症明显吸收，连续2次新冠病毒核酸检测结果呈阴性。目前已符合国家卫生健康委办公厅印发的《新型冠状病毒感染的肺炎诊疗方案（试行第五版 修正版）》中确诊病例解除隔离和出院标准。 ,,无,无,无,2020-02-11 11:27,微博 weibo.com,159,8,39
ItGgavA8v,【战“疫”前线，95后姑娘庄严写下入党申请书!】“请党组织在疫情防控工作中考验我!”2月7日下午，盱眙县桂五镇高庙社区书记林光田收到了社区后备干部95后姑娘杨月的入党申请书。目前，除了杨月，还有三名年轻同志向党组织递交入党申请书，他们中有农村网格员，有医护人员，也有派出所民警。虽然职业不同，但相同的都是奋斗在一线的工作人员。（姜彩兰 孔雪 卓梦凡 杜乔） [组图共3张] 原图 ,,"http://ww3.sinaimg.cn/large/d58123f2gy1gbsagdrpknj20e30p0gpg.jpg,http://ww1.sinaimg.cn/large/d58123f2gy1gbsagdrshlj20e00p077p.jpg,http://ww1.sinaimg.cn/large/d58123f2gy1gbsagdsuuhj20p00irq8s.jpg",无,无,2020-02-11 11:14,360安全浏览器,39,3,6
ItGbnfwBk,【为战“疫”贡献青春力量！淮安这群学生好样的】寒假期间，江苏食品药品职业技术学院药学院的学生们，不惧疫情，用自己的专业知识，为阻击疫情贡献力量。这些学生大多都是95后，面对疫情，他们坚守岗位，体现了“医者担当”，一些学生主动捐款，有的主动报名成为疫情防控一线的志愿者、宣传者，用实际行动诠释了责任与担当。（刘海峰） [组图共4张] 原图 ,,"http://ww2.sinaimg.cn/large/d58123f2gy1gbsa44i37qj20p00xcq86.jpg,http://ww2.sinaimg.cn/large/d58123f2gy1gbsa44gu2nj20p00e4t9n.jpg,http://ww2.sinaimg.cn/large/d58123f2gy1gbsa44imlij20p00bjwgy.jpg,http://ww2.sinaimg.cn/large/d58123f2gy1gbsa44i76gj20p00ir42x.jpg",无,无,2020-02-11 11:02,360安全浏览器,40,1,2
ItFVpCFhy,#送硬核江苏上热搜#【精锐之师，全力以赴！即将出征黄石的这支“江苏团”有多厉害】#江苏精锐之师将驰援黄石#2月10日，江苏援湖北黄石医疗支援队304人连夜集结完毕，整装待发！根据黄石疫情防控工作需要，此次，江苏重点抽调呼吸科、重症医学科、感染科和院感科医务卫生人员组建支援队，编组派驻黄石市8家定点救治医院。医疗队中，304位医护业务骨干分别来自省人民医院、省中医院、南医大二附院、东南大学附属中大医院等16家省管省属医院、省疾控中心，以及南京、徐州、常州、南通、连云港、淮安、盐城、扬州、镇江、泰州等10个设区市的医院。 [组图共4张] 原图 ,,"http://ww4.sinaimg.cn/large/d58123f2gy1gbs8z6bk6aj20j61lqq84.jpg,http://ww1.sinaimg.cn/large/d58123f2gy1gbs8z68nzwj20j60oewgu.jpg,http://ww1.sinaimg.cn/large/d58123f2gy1gbs8z6adjij20j615178y.jpg,http://ww4.sinaimg.cn/large/d58123f2gy1gbs8z692g3j20j60tfq5h.jpg",无,无,2020-02-11 10:23,微博 weibo.com,139,11,18
ItFTJ4f3r,【一个捐给派出所，一个捐给武汉！“一个普通的中国人”派出所里留红包】2月10日，淮阴公安分局王营派出所收到2个红包，上面分别写着“捐献武汉”“捐献派出所购医疗物资”，两个信封里各有2000元，署名都是“一个普通的中国人”。据了解，王营派出所将会把这两个信封内的4000元钱全部通过红十字会匿名捐献给武汉。（刘权 文松 张安妮） 原图 ,,http://wx3.sinaimg.cn/large/d58123f2gy1gbs8v25gmij20p00e2tby.jpg,无,无,2020-02-11 10:18,360安全浏览器,180,3,33
ItFm1hUG4,#疫情动态# 【江苏新增23例新型冠状病毒肺炎确诊病例 ，淮安零增长】2020年2月10日0-24时，江苏省报告新型冠状病毒肺炎新增确诊病例23例。其中，轻型病例7例，普通型病例16例。新增出院病例12例。新增确诊病例中，南京市6例、无锡市4例、徐州市3例、苏州市3例、南通市2例、连云港市2例、泰州市3例。其中，年龄最大的76岁，最小的9个月。男性12人，女性11人。所有病例均已在定点医院救治。截至2月10日24时，江苏省累计报告新型冠状病毒肺炎确诊病例515例。其中，轻型病例34例，普通型病例472例，重型病例6例，危重型病例3例。出院病例84例。确诊病例中，南京市84例、无锡市45例、徐州市63例、常州市31例、苏州市80例、南通市35例、连云港市37例、淮安市46例、盐城市18例、扬州市18例、镇江市12例、泰州市34例、宿迁市12例。重型病例中，南京市1例、徐州市1例、苏州市1例、南通市1例、盐城市1例、镇江市1例。危重型病例中，徐州市1例、连云港市1例、淮安市1例。出院病例中，南京市22例、无锡市4例、徐州市10例、常州市6例、苏州市13例、南通市5例、连云港市4例、淮安市5例、盐城市3例、扬州市3例、镇江市1例、泰州市5例、宿迁市3例。目前，江苏省追踪到密切接触者10762人，已解除医学观察5805人，尚有4957人在接受医学观察。专家提醒：近期尽量不要外出，更要避免集聚。尽量避免使用公共交通，开私家车要注意开窗通风。少去密闭、通风不良的公共场所，特别是不要去麻将馆等空间狭小、通风不好的场所。在外要注意减少公共部位的接触。出门戴口罩，回家先洗手。如果出现发热或咳嗽等症状，可及时拨打12320卫生热线咨询，必要时到定点发热门诊就医，并主动告知前2周的生活轨迹。 ,,无,无,无,2020-02-11 08:55,微博 weibo.com,334,18,103
ItzUPgFrd,#武汉加油#  2月10日，因为疫情防控，淮安市清江浦区府前街道为民服务大厅里并没有多少办事群众，上午9点多钟，一个50岁左右的阿姨，身穿着很旧的棉大衣，头上包裹着围巾，戴着口罩，匆匆地跑进来，扔下一个黑色塑料袋，说了一句“我要给武汉捐款”“你们总是有办法的”，说完又匆匆的跑出去了。当工作人员反应过来时，人已经骑车走远了。一毛、五毛、一块……被装在一个黑色的有些破旧的塑料袋，扔在了清江浦区府前街道为民服务大厅的柜面上。袋子里的纸上还写着“武汉加油”“中国加油”的字样。  http://t.cn/A6h74Gzi ,,无,无,无,2020-02-10 19:05,微博视频号,858,28,73
Itzng7Ron,#万众一心战疫情# 节前回老家探亲，淮安民警奋战在湖北防疫一线。在湖北随州的一线防疫战场上，有一位淮安的民警。忙碌了一年，节前章永望从江苏赶回湖北老家看望父母，打算共度春节，一切却因为新冠肺炎疫情发生了改变。章永望主动联系上社区的负责人，表明党员和警察身份，并表达了参加一线防疫工作的请求。社区对他的到来表示非常高兴和欢迎，并将他编入了“党员先锋队”，安排到疫情较重的小区开展疫情防控工作。“每天从早上7点到晚上10点，在社区里测量体温、检查登记、内部消毒、宣传走访、运送物资。”2月10日，金湖县公安局城西(经济开发区)派出所民警章永望在电话里向记者细数着他一天的工作。  http://t.cn/A6hhFUbP ,,无,无,无,2020-02-10 17:42,微博视频号,70,6,18
Itybzwvwq,【#到武汉去#！#对口支援湖北地市对照表#来了】据中国之声记者从国家卫生健康委获悉，省际对口支援湖北省武汉以外地市新型冠状病毒肺炎防治工作方案已经印发。考虑到实际情况，实际支援并非“一对一”。具体对口支援关系，戳图↓↓  原图 ,,http://wx1.sinaimg.cn/large/d58123f2gy1gbratcdttpj20ha0totbn.jpg,无,无,2020-02-10 14:40,360安全浏览器,116,4,26
ItyaBvNyQ,【出发！国家中医医疗队（江苏）44名队员出征武汉，将进驻方舱医院】今天中午，国家中医医疗队（江苏）在南京南站集结出征，奔赴武汉“疫”线！JSTV荔枝视频的秒拍视频  ,,无,无,无,2020-02-10 14:38,微博视频号,56,3,23
Ity08kz8R,#战“疫”淮安在行动#【阻击疫情，中医中药来帮忙】 新型冠状病毒感染的肺炎疫情发生以来，淮安市中医院充分发挥中医药特色优势，组织名老中医精心组方，推出具有清热解毒、提高机体抵抗力功效的中药预防方，助力疫情防控。图为2月10日，在淮安市中医院，药师们加班加点，忙着配药、煎药，发挥中医药在疾病预防和治疗过程中的独特作用。融媒体记者 王昊 通讯员 申琳琳 [组图共3张] 原图 ,,"http://ww4.sinaimg.cn/large/d58123f2gy1gbr9zs2unpj20p00gon1i.jpg,http://ww2.sinaimg.cn/large/d58123f2gy1gbr9zs47ryj20p00g2q87.jpg,http://ww4.sinaimg.cn/large/d58123f2gy1gbr9zs4b5bj20p00g278x.jpg",无,无,2020-02-10 14:12,微博 weibo.com,51,7,28
Ity01dpsL,【专家：新型冠状#病毒污染农产品几率非常低# 炒熟炒透不用担心】针对“水果、蔬菜、肉类等农产品售卖运输过程中会不会附着新冠病毒”的疑问，中国疾病预防控制中心传染病预防控制处研究员冯录召表示，新冠病毒通过飞沫、直接接触污染农产品的几率非常低……蔬菜、肉类、水果买回家后用流水清洗，不要生食，水果尽量削皮食用，处理食材生熟分开。另外，病毒怕高温，56度、30分钟就可以被杀死，而炒菜可达到100度以上高温，所以炒熟炒透不用担心。http://t.cn/A6hPerq1 ,,无,无,无,2020-02-10 14:12,微博视频号,8,3,1
ItxZpoPHo,#战“疫”淮安在行动# 【巾帼抗疫 爱心捐赠】2月10日，市慈善总会、市妇联、市女企业家协会联合举行“巾帼抗疫 在你身边”爱心捐赠公益活动。市女企业家协会向淮安区定向捐赠了价值13.57万元的防护服，向淮安区捐赠了价值4.5万元的医用口罩等防护物资。据悉，截至发稿时止，市妇联已筹得善款和物资价值83万多元。在“三暖(暖心包、暖心菜、暖心话)服务”行动中，为全市驰援武汉的29户医护人员家庭送上了“娘家人送菜到家”服务。融媒体记者 曹政 通讯员 沙正凯 [组图共6张] 原图 ,,"http://ww1.sinaimg.cn/large/d58123f2gy1gbr9n6cyrgj20p00gpq7j.jpg,http://ww1.sinaimg.cn/large/d58123f2gy1gbr9n60qrfj20p00i40y5.jpg,http://ww4.sinaimg.cn/large/d58123f2gy1gbr9n62d7aj20p00icn0a.jpg,http://ww3.sinaimg.cn/large/d58123f2gy1gbr9n6fcrgj20p00g2jwc.jpg,http://ww4.sinaimg.cn/large/d58123f2gy1gbr9n6g0kgj20p00i2n23.jpg,http://ww3.sinaimg.cn/large/d58123f2gy1gbr9n6ehrsj20p00h3dka.jpg",无,无,2020-02-10 14:10,微博 weibo.com,29,3,1
ItxZh7csK,【#武汉大学24岁研究生回顾治愈历程#：还没让家人为我骄傲，我不能放弃自己】从确诊为新冠肺炎到治愈出院，武汉大学医学专业研究生李霖琳(化名)在隔离病房度过了惊心动魄的17天，期间甚至因呼吸窘迫而录制过临终视频。2月8日，李霖琳走出河南省鲁山县人民医院传染病医院，她说，“希望所有人都能坚持住。”(新华社)http://t.cn/A6hhb4a2 ,,无,无,无,2020-02-10 14:10,微博视频号,11,2,1
ItwHL7gbL,【晶晶副队长的报平安视频，瞬间亮了屏！】昨日中午，淮安全市多家医疗机构的30名医护人员奔赴湖北抗击疫情最前线。市妇幼保健院护士王晶晶是此次援鄂医疗队副队长，今早，她发来视频报平安，并表示自己和队员们马上将开始培训，希望尽快投入战斗，保护好自己，也竭尽全力帮助病人。(刘威)  http://t.cn/A6hPT95X ,,无,无,无,2020-02-10 10:54,微博视频号,140,11,36
ItwwWlUph,【#3分钟记录疫情下的中国城市#】一场疫情，让这个春节里，每一片华灯璀璨的背后都附上一层阴霾。然而，无数人正在和时间赛跑，用双手支撑起双手，用生命点燃生命。3分钟记录疫情下的中国城市↓↓记住此刻，一起期待春暖花开那一天！#武汉加油#，中国加油！人民日报的微博视频  ,,无,无,无,2020-02-10 10:28,微博视频号,22,8,28
Itwpbl2oE,【#专家回应气溶胶传播#：空气中一般不会有新冠病毒】中国疾控中心传染病处研究员冯录召：目前新型冠状病毒最主要的传播途径是飞沫传播和接触传播，目前没有证据显示新冠病毒通过气溶胶传播。新冠病毒主要是近距离呼吸道飞沫传播，传播的距离很短，一般一到两米，不会在空气中长期悬浮飘浮。咳嗽打喷嚏时，要用纸巾或手绢、手肘遮住口鼻，防止飞沫喷溅。http://t.cn/A6PslM4g ,,无,无,无,2020-02-10 10:08,微博视频号,5,2,3
ItwloqlGw,#酒精消毒后烤电暖气全身着火#【消毒用酒精，学会正确使用很重要】疫情之下，许多家庭和单位都选择使用酒精进行消毒。但酒精如果使用不当，也会带来诸多危险。学会正确使用很重要！新华网的秒拍视频  ,,无,无,无,2020-02-10 09:59,微博视频号,9,4,3
Itwh3dhsV,【官方通报】通报十八：淮安市新型冠状病毒感染的肺炎疫情通报　　2020年2月9日0-24时，淮安市新增新型冠状病毒感染的肺炎确诊病例2例，全市累计报告新型冠状病毒感染的肺炎确诊病例46例，已治愈出院5例。　　已确诊病例中，按照病例管理地区划分，清江浦区6例，淮安区28例，淮阴区3例，洪泽区0例，盱眙县0例，涟水县1例，金湖县2例，淮安经济技术开发区2例，淮安工业园区0例，淮安生态文旅区3例，苏淮高新区0例，白马湖农场1例。　　目前，我市对病例相关接触者已全力摸排并采取相应防控措施，共管理密切接触者1881人，已解除医学观察985人，896人尚在观察中。新增病例情况如下：　　病例1：男，52岁，现住淮安经济技术开发区东方凯旋城小区，无湖北居住史和旅行史，与我市一确诊患者打过牌，系密切接触者。1月29日出现头痛、咳嗽、发热等症状，至淮安市第二人民医院就诊，口服药物治疗;1月30日自觉症状未缓解，至淮安市第一人民医院就诊，1月31日晚接受输液治疗，至2月1日凌晨回家，在家休息一天;2月2日上午再次发烧，至清江浦区钵池山社区卫生服务中心就诊，服药治疗;2月3日至5日在淮安市第一人民医院输液治疗，2月7日入院隔离观察治疗，当晚转至淮安市第四人民医院;2月9日被确诊为新型冠状病毒感染的肺炎。　　病例2：男，57岁，现住淮安区石塘镇鹅钱村，无湖北居住史和旅行史，与我市2例确诊患者同村。1月30日出现咳嗽、气喘等不适症状，自行服药治疗;2月2日气喘症状加重，至淮安区石塘镇鹅钱村卫生室就诊，输液治疗3天后，症状无好转;2月5日至淮安区石塘镇卫生院就诊，接受输液治疗;2月6日出现发热症状，由120专车送至淮安市淮安医院发热门诊就诊，入院隔离观察治疗;2月9日转至淮安市第四人民医院，被确诊为新型冠状病毒感染的肺炎。　　目前，我市新增确诊病例多集中在密切接触者中，请广大市民务必加强自我防护，非必须不外出，外出必须佩戴口罩，不聚会不聚餐，避免人员集聚。如与已确诊病例或疑似病例有密切接触，尤其是家庭成员，请主动配合做好集中医学观察。如出现发热、咳嗽、咽痛、胸闷、呼吸困难、乏力、腹泻等症状，应及时前往官方公布的指定医院发热门诊就诊。　　淮安市新型冠状病毒感染的肺炎疫情联防联控工作指挥部办公室　　2020年2月10日 ,,无,无,无,2020-02-10 09:48,360安全浏览器,275,15,107
Itw3Ypi0H,【江苏新增24例新型冠状病毒肺炎确诊病例】        2020年2月9日0-24时，江苏省报告新型冠状病毒肺炎新增确诊病例24例。其中，轻型病例4例，普通型病例20例。新增出院病例21例。　　新增确诊病例中，南京市7例、无锡市3例、徐州市4例、苏州市2例、南通市1例、连云港市3例、淮安市2例、盐城市1例、泰州市1例。其中，年龄最大的80岁，最小的7岁。男性12人，女性12人。所有病例均已在定点医院救治。　　截至2月9日24时，江苏省累计报告新型冠状病毒肺炎确诊病例492例。其中，轻型病例27例，普通型病例457例，重型病例5例，危重型病例3例。出院病例72例。确诊病例中，南京市78例、无锡市41例、徐州市60例、常州市31例、苏州市77例、南通市33例、连云港市35例、淮安市46例、盐城市18例、扬州市18例、镇江市12例、泰州市31例、宿迁市12例。重型病例中，南京市1例、徐州市1例、苏州市1例、南通市1例、盐城市1例。危重型病例中，徐州市1例、连云港市1例、淮安市1例。出院病例中，南京市22例、无锡市3例、徐州市8例、常州市6例、苏州市11例、南通市2例、连云港市4例、淮安市5例、盐城市3例、扬州市2例、镇江市1例、泰州市5例。　　目前，江苏省追踪到密切接触者10296人，已解除医学观察5070人，尚有5226人在接受医学观察。　　专家提醒：近期尽量不要外出，更要避免集聚。尽量避免使用公共交通，开私家车要注意开窗通风。少去密闭、通风不良的公共场所，特别是不要去麻将馆等空间狭小、通风不好的场所。在外要注意减少公共部位的接触。出门戴口罩，回家先洗手。如果出现发热或咳嗽等症状，可及时拨打12320卫生热线咨询，必要时到定点发热门诊就医，并主动告知前2周的生活轨迹。 ,,无,无,无,2020-02-10 09:16,360安全浏览器,184,10,102
ItvV9a8z1,【转存！#复工防疫守则#】#上班#通勤路上应全程佩戴口罩，尽量不摸车内设施；办公室内与人保持1米以上距离，重视物品的消毒，准备带盖的水杯；食堂内单人单桌或隔座而坐，不要互相分享食物；使用卫生间时盖上马桶盖再冲水，用七步洗手法认真洗手！返岗复工，这些防疫要点要谨记！↓（央视新闻 ）  原图 ,,http://wx3.sinaimg.cn/large/d58123f2gy1gbr0tadb7yj20j60y3gqm.jpg,无,无,2020-02-10 08:54,360安全浏览器,15,4,16
ItvTPgKNk,【#湖北以外地区新增病例连降六天#】据国家卫健委数据统计，2月9日0—24时，全国湖北以外地区新增确诊病例444例，连续第6日呈下降态势。而过去6日这一数据分别为：890例(3日)、731例(4日)、707例(5日)、696例(6日)，558例（7日），509（8日）。  原图 ,,http://wx4.sinaimg.cn/large/d58123f2gy1gbr0ps4bqoj20ha0r0aeh.jpg,无,无,2020-02-10 08:51,360安全浏览器,28,1,7
ItvKs1ESh,【如何做好眼部防护？】新型冠状病毒感染的肺炎疫情当前，普通人如何做好眼部防护呢？眼科医生周伯展来划重点啦。新华网的秒拍视频  ,,无,无,无,2020-02-10 08:28,微博视频号,13,0,0
ItqVFlIkB,【辟谣】今晚12点对全市主干道进行大面积消杀、消毒工作。淮安目前未发布此类通告！  原图 ,,http://wx3.sinaimg.cn/large/d58123f2gy1gbqes7swjkj20j608bdgr.jpg,无,无,2020-02-09 20:12,微博 weibo.com,136,6,60
Itq9pcYKd,【一图看懂！出门购物如何全流程防护】手机横过来，出门购物全流程防护指南来了↓↓有用，转存！（人民日报）  原图 ,,http://wx2.sinaimg.cn/large/d58123f2gy1gbqbcc2mukj20j63l1wsf.jpg,无,无,2020-02-09 18:13,微博 weibo.com,35,3,36
ItpYZxe4c,#健康科普汇# 【戴好口罩勤洗手，小朋友们身体健康快乐多！】吃饭前，先洗手，身体健康快乐多。健康中国的微博视频  ,,无,无,无,2020-02-09 17:47,微博视频号,9,5,4
ItpmvbHsI,【转存！#宅在家如何防护消毒#，一段视频带你看】新型冠状病毒最怕什么？外出回家如何方便又正确地消毒？从超市买来的东西、从楼下拿回的快递，都需要消毒吗？手机表面附着了不少病原微生物，我们该如何给手机消毒？戳↓荔直播的秒拍视频  ,,无,无,无,2020-02-09 16:13,微博视频号,11,5,12
Itpm1hM4s,视频来了！2月9日中午12时30分，淮安市第二批支援湖北医疗队整装出发。向这些淮安的英雄们致敬！  淮安发布的微博视频  ,,无,无,无,2020-02-09 16:11,微博视频号,1097,54,134
Itp8a3zSU,【#返程高峰如何做好自我防护# 视频教程，转给更多人！】央视新闻的微博视频  ,,无,无,无,2020-02-09 15:37,微博视频号,8,2,0
ItoBSnr64,【#肺炎患者出院当天被立案调查#：隐瞒接触史致70余人隔离】2月8日，山东成武县，新冠肺炎患者田某治愈出院。他难掩激动之情，连连夸赞医护人员，并鞠躬致谢。但还没出医院大门，田某就被@成武公安 立案调查。原来，田某1月20日出现发烧症状，但他拒不承认有武汉接触史，这造成包括医护人员在内共70余人被隔离观察。http://t.cn/A6PFFvC6 ,,无,无,无,2020-02-09 14:18,微博视频号,87,3,11
ItolfoDrO,今天，他们出征！支援湖北！2月9日中午12时30分，淮安市第二批支援湖北医疗队整装出发。记者了解到，我市组建第二批支援湖北医疗队的通知8日夜间11点刚刚下发，医护人员们报名非常踊跃，短时间就组建完毕。最美逆行者，愿你们早日凯旋归来！武汉加油！  [组图共6张] 原图 ,,"http://ww4.sinaimg.cn/large/d58123f2gy1gbq3e8lp4jj21900u07wh.jpg,http://ww4.sinaimg.cn/large/d58123f2gy1gbq3e1b6m0j21900u07wh.jpg,http://ww3.sinaimg.cn/large/d58123f2gy1gbq3e16xalj21900u01kx.jpg,http://ww2.sinaimg.cn/large/d58123f2gy1gbq3e151hxj21900u01kx.jpg,http://ww4.sinaimg.cn/large/d58123f2gy1gbq3ezrnicj21400u0qv6.jpg,http://ww1.sinaimg.cn/large/d58123f2gy1gbq3arsniuj20k01ccgox.jpg",无,无,2020-02-09 13:37,微博 weibo.com,258,25,90
Ito6KvcBf,【专家：#新冠肺炎愈后一般6个月内不会再得#】#新冠肺炎痊愈后是否具有传染性#？中央指导组专家、北京朝阳医院副院长童朝晖：一般两次核酸检测都为阴性，且肺部病变吸收较好的病患才会出院。SARS病毒和新型冠状病毒是85%的同源，抗击非典时测的抗体，能在体内持续6个月。根据这种研究结果推断，病人体内至少在6个月是有抗体的，我觉得病人这6个月以内不会再得此病。（央视新闻） http://t.cn/A6PFxKRE ,,无,无,无,2020-02-09 13:01,微博视频号,19,2,2
ItnWEC9Zo,【暖心动画送给那些奋战在一线的战士们！你们辛苦了！】他们戴上口罩，是为了让所有人都能摘下口罩；他们不回家，为了让所有人都能平安回家。请再给他们一点时间，一切会慢慢变好！警民携手同行的微博视频  ,,无,无,无,2020-02-09 12:36,微博视频号,24,4,4
