微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IuuX4mUT2,#共同战疫##关注江苏新型肺炎疫情##抗击新型肺炎我们在行动##苏州2020年的第一场雪#相对于往年的兴奋和期待这场特殊时期的雪显然更有特殊意义因为还有一群人在雨雪夜幕中依旧在户外坚守🚨 平安园区的微博视频 @平安园区  ,,无,无,无,2020-02-16 20:17,iPhone 7,23,2,1
IuuIV3wLe,#共同战疫# #抗击新型肺炎我们在行动# 【“衣白褂，破楼兰，赤子切记平安还”，举着这几个大字的人找到了】“衣白褂，破楼兰，赤子切记平安还。” 大家是否还记得前两天，一个人举着这几个大字的画面在网上广泛流传。2月16日，记者了解到，画面中的场景，是苏州常熟市第二人民医院行政楼前的场地。画面中的男子名叫张育峰，是2月9日出征武汉的该院医护人员的家属。“我希望我的高举，能鼓舞医护人员出征的勇气，能给予他们最高的敬意。”张育峰说。http://t.cn/A6hx1gGj ,,无,无,无,2020-02-16 19:42,微博视频号,40,1,2
IuuGB8jwF,#共同战疫# #抗击新型肺炎我们在行动# 【#鞋子会把病毒带回家吗#？#从外面回家鞋子需要消毒吗#？】中国疾控中心研究员冯录召表示：日常生活中无需对鞋底消毒，保持清洁即可，建议回家之后在门口换鞋。人民日报的微博视频  ,,无,无,无,2020-02-16 19:36,微博视频号,2,1,1
IuuAZCqd0,#卫健委回应基层抗疫填表过多#【#卫健委明确要减轻基层防疫人员负担#】国家卫健委基层司副司长诸宏明：现在疫情防控属于关键时期，大家任务很重，除了法定必须要填的一些表格以外，其他报表、统计、总结都暂停。另外，有些信息是可以共享的，要通过国家、各地联防联控机制进行统筹，实现信息共享。#让基层人员精力放在一线#，能不开的会尽量不开，能不发的文件不要发，不能以会议落实会议，以文件落实文件。 http://t.cn/A6hxE8vz ,,无,无,无,2020-02-16 19:22,微博视频号,14,2,8
Iuux3gz2v,【7旬老夫妻双双治愈：又逃过一劫，#我们要再活20年永远不分开#】1月底，75岁的袁奶奶与79岁的谢爷爷在湖南被确诊患新冠肺炎，相继住进ICU。住院期间，两位老人不能相见，只能用视频相互鼓励，还嘱托医护人员不要告知对方自己的病情。近日，两位老人陆续痊愈。他们说，这是结婚50年来分别最久的一次，想抱抱对方，还要再活20年，“永远不分开”↓祝福！ http://t.cn/A6hMFD81 ,,无,无,无,2020-02-16 19:13,微博视频号,32,2,2
IutXjnzY3,【#贵州男子捕杀食用果子狸被查处#】近日，贵州@七星关公安 团结派出所查处一起偷猎并食用野生动物果子狸的违法行为人。经审讯，胡某交代其因疫情爆发闲赋在家，便用捕猎器去山上打点“野味”。其将捕猎器安装在后山的树林中，通过非法手段捕获了两只野生动物果子狸，随后自行宰杀食用。当民警训诫其捕杀野生动物属于违法行为且极易传染病毒时，胡某表示十分愧疚和后悔。目前，案件正在进一步办理中。http://t.cn/A6hMd6zi [组图共4张] 原图 ,,"http://ww4.sinaimg.cn/large/a716fd45ly1gby2yguqs7j20j60eee7b.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gby2ygxzvsj20j60ee4gc.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gby2ygvmo4j20j60eeazm.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gby2ygleusj20go0t60uj.jpg",无,无,2020-02-16 17:45,铀媒,13,1,15
IutPV6QZn,请作答：#宅家这么久，你胖了多少？# 看看有多少同病相怜的“胖”友。 宅家这么久，你胖了多少？  ,,无,无,无,2020-02-16 17:26,铀媒,5,1,14
IutL89EGQ,#共同战疫# #抗击新型肺炎我们在行动#【鼠年迎来了第一场雪】#疫情当前警察不退# 然而，再恶劣的天气也阻挡不住防疫的决心。#百城行动战疫情# 致敬防疫一线工作人员，是你们扛下所有寒冷，温暖了整座城。#战疫打卡行动# #全国疫情防控效果已经显现#  http://t.cn/Riwv1WO http://t.cn/A6hxg7cu  @苏州公安  @苏州交警 ,,无,无,无,2020-02-16 17:15,微博视频号,26,2,4
IutEcsz7M,昨夜，苏州初雪。今早推开窗，白雪微茫，如诗如画，姑苏风采依旧。唯愿风雪之后，病毒退散，春暖花开，人间平安！ 苏州文化旅游资讯的微博视频视频来自：@s行者无疆z   @苏州文化旅游资讯  ,,无,无,无,2020-02-16 16:58,微博视频号,86,45,17
IuthUaYf8,#园林咨询##共同战疫# #抗击新型肺炎我们在行动# 【苏州为驰援湖北医务人员免除三年苏州园林卡费用】 为帮助驰援湖北医务人员解除后顾之忧，苏州市委、市政府决定实施激励关爱驰援湖北医务人员八条举措，其中包括为驰援湖北医务人员免三年苏州园林卡、休闲卡年费，免三年乘坐城市公共交通工具费用等八项内容。@双子阳光的豆豆 [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/005xwjHYly1gbraii4ciwj31s616s7wk.jpg,http://ww1.sinaimg.cn/large/005xwjHYly1gbraiketraj31x114mb2c.jpg,http://ww4.sinaimg.cn/large/005xwjHYly1gbraimmv40j31s616sb2c.jpg,http://ww3.sinaimg.cn/large/005xwjHYly1gbraiogcc4j31s616s7wj.jpg,http://ww4.sinaimg.cn/large/005xwjHYly1gbraknle93j31s616snpf.jpg,http://ww4.sinaimg.cn/large/005xwjHYly1gbrairtof7j31s616shdw.jpg,http://ww4.sinaimg.cn/large/005xwjHYly1gbraiu6h56j31s616sqv8.jpg,http://ww3.sinaimg.cn/large/005xwjHYly1gbraivk7wbj31s616shdu.jpg,http://ww4.sinaimg.cn/large/005xwjHYly1gbraixh2iaj31s616s7wk.jpg",无,无,2020-02-16 16:03,铀媒,106,14,51
IutaBtTfW,苏州，庚子，二月雪。@苏州文化旅游资讯 @苏州工业园区发布 @繁玺视觉张坤 苏州  [组图共9张] 原图 ,,"http://ww4.sinaimg.cn/large/88e3ec60gy1gby0t1lhgdj20u01hcx0g.jpg,http://ww3.sinaimg.cn/large/88e3ec60gy1gby0t22vswj20u01hcarl.jpg,http://ww3.sinaimg.cn/large/88e3ec60gy1gby0t2qq8qj20u01hce40.jpg,http://ww4.sinaimg.cn/large/88e3ec60gy1gby0sz4evhj20u01hdqqf.jpg,http://ww1.sinaimg.cn/large/88e3ec60gy1gby0t38wloj20u01hc17t.jpg,http://ww2.sinaimg.cn/large/88e3ec60gy1gby0t3tg18j20u01hcap5.jpg,http://ww3.sinaimg.cn/large/88e3ec60gy1gby0szk7mfj20u01hbncq.jpg,http://ww4.sinaimg.cn/large/88e3ec60gy1gby0t0xuwmj20u01hb47i.jpg,http://ww2.sinaimg.cn/large/88e3ec60gy1gby0t0gtm8j20u01hbh4v.jpg",无,无,2020-02-16 15:45,铀媒,139,63,24
IusT9m9U2,#疫情当前 警察不退#寒潮来袭，疫情防控仍在继续。交警提醒：请大家注意防寒保暖，尽量减少出门，做好防风防寒准备。驾车出行遇到路面冰冻，请注意车速，不要随意变更车道，保持车距，千万不能猛踩刹车。如遇突发情况，记得靠边停车，打开应急报警闪光灯，及时报警。 http://t.cn/A6hMnrDT @苏州公安 @苏州交警 ,,无,无,无,2020-02-16 15:02,微博视频号,25,1,9
IusOytuqO,这人太坏【海南一新冠肺炎#患者吐口水导致医护人员感染# 刚出院就被抓】2月15日，海南一新冠肺炎确诊患者张某智，治愈出院后被警方带走。张某智感染症状后，就诊时刻意隐瞒其接触过湖北到海南人员，并多次在输液时往地上吐口水。60多名医护人员及其密切接触人员封闭隔离观察，两名医护人员被确诊。http://t.cn/A6hf36sc ,,无,无,无,2020-02-16 14:50,微博视频号,26,2,18
IuswwnhBT,#共同战疫##抗击新型肺炎我们在行动# #送硬核江苏上热搜# 【今起，苏州市区乘公交车需扫码实名登记！】2月16日起，为进一步做好疫情防控工作，经过公交行业的连夜奋战，在出租汽车全面实行乘客登记的基础上，交通运输部门进一步实行公交乘客实名登记，以便在需要时可以快速溯源，该登记系统操作简便，无需下载安装任何程序，乘客在乘车时只要微信扫描公交车上张贴的二维码即可。具体操作步骤如下↓↓↓ @苏州市交通运输局 [组图共4张] 原图 ,,"http://ww2.sinaimg.cn/large/b2b28b54gy1gby7im1e96j20u008zwf2.jpg,http://ww1.sinaimg.cn/large/b2b28b54gy1gby7iolt4tj20u00mitb0.jpg,http://ww4.sinaimg.cn/large/b2b28b54gy1gby7iqxog0j20go0m8q3s.jpg,http://ww3.sinaimg.cn/large/b2b28b54gy1gby7it20qkj20rs2wnq9t.jpg",无,无,2020-02-16 14:06,360安全浏览器,18,12,18
Ius6e9dap,#苏州下雪# #共同战疫# #抗击新型肺炎我们在行动# 2020年2月16日晨，苏州。不慕皑皑雪景，唯愿时和岁丰！春天就在不远的前方，一切都会过去，加油！（苏州广电全媒体编辑中心）@苏州新闻的微博视频  @苏州新闻  ,,无,无,无,2020-02-16 13:01,微博视频号,95,46,16
IurJulrC4,#为啥还买不到口罩#【#医用口罩生产后要解析14天#】到2月13日，全国口罩产能利用率已达94%，口罩等医疗物资供应正在逐渐恢复。但医用口罩加工完毕后会有化学物质残留，需要14天左右才能解析释放。这个解析消毒的时间差，或许是如今医院、市面上口罩仍然紧张的原因之一。 央视新闻的微博视频  ,,无,无,无,2020-02-16 12:05,微博视频号,24,6,6
IurvTAMeA,#苏州下雪# #共同战疫# #抗击新型肺炎我们在行动# #【夜跟拍8小时！98秒，没有旁白，只有致敬】2月15日 ，苏州迎来了今年的第一场雪。多年后，当苏城的人们再次回忆起这段难忘的岁月，一定会想起2020年初雪的夜晚，有这样一群人在风雪中的背影。疫情下、风雪中，守门人无怨坚守。致敬！我们的守护神！有你们坚守，一定能打赢阻击战！疫退春来，阳光一定更加灿烂！http://t.cn/A6hM0ynD  @看苏州APP ,,无,无,无,2020-02-16 11:32,微博视频号,149,48,17
IurjjvYpe,【致敬！#江苏医生结婚第二天就出征#】扬州苏北医院呼吸科医生小曹12日刚与护师小滕领了证，就接到了驰援武汉的紧急任务。夫妻俩都认为，婚礼可以延期，抗击疫情刻不容缓！第二天，小曹就踏上了出征路。告别现场，夫妻俩含泪相拥…小滕说，待春暖花开他凯旋时，她就穿上婚纱，成为最美的新娘！http://t.cn/A6hM5aRL ,,无,无,无,2020-02-16 11:01,微博视频号,42,1,4
IuraJl3GU,#苏州下雪## 风雪战疫人##抗击新型肺炎我们在行动# #共同战疫#  苏城昨夜迎来了2020年的第一场雪，近期新冠疫情下，苏州轨道交通客流量不大，但车站的工作仍然兢兢业业、有条不紊，高架站连夜铺设防滑草垫、撒融雪剂，确保广大市民的出行安全。 @苏州轨道交通szrailtransit @苏州地铁帮  [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/b2b28b54gy1gby1jcf12cj20c8085dgq.jpg,http://ww1.sinaimg.cn/large/b2b28b54gy1gby1jenlsmj20c80850tt.jpg,http://ww2.sinaimg.cn/large/b2b28b54gy1gby1jhwd5xj20c8085gmb.jpg,http://ww1.sinaimg.cn/large/b2b28b54gy1gby1jl2rudj20c80863zb.jpg,http://ww1.sinaimg.cn/large/b2b28b54gy1gby1jnfd5vj20c80850to.jpg,http://ww2.sinaimg.cn/large/b2b28b54gy1gby1jq0jwjj20c8086aar.jpg,http://ww1.sinaimg.cn/large/b2b28b54gy1gby1js16dwj20c8086gmc.jpg,http://ww4.sinaimg.cn/large/b2b28b54gy1gby1k5789ij20c8085wfa.jpg,http://ww1.sinaimg.cn/large/b2b28b54gy1gby1k6x7jej20c8085752.jpg",无,无,2020-02-16 10:39,360安全浏览器,36,2,15
Iur6umvWX,【#湖北以外新增病例12连降#！】据国家卫健委数据统计，2月15日0-24时，全国除湖北以外地区新增确诊病例166例，连续第12日呈下降态势。过去这一数据分别为：890例(3日)、731例(4日)、707例(5日)、696例(6日)、558例(7日)、509例(8日)、444例(9日)、381例(10日)、377例(11日)、312例（12日）、267例（13日）、221例（14日）。 原图 ,,http://wx3.sinaimg.cn/large/b2b28b54gy1gby19nmgz5j20ha0r042a.jpg,无,无,2020-02-16 10:29,360安全浏览器,31,4,13
IuqMD4jbT,2月16日疫情通报 最新通报！  ,,无,无,无,2020-02-16 09:40,iPhone 7,97,18,71
IuqKMEsyy,#最新疫情##关注江苏新型肺炎疫情##抗击新型肺炎我们在行动# 【江苏新增13例新型冠状病毒肺炎确诊病例】据省卫健委2月16日上午发布：2020年2月15日0-24时，江苏省报告新型冠状病毒肺炎新增确诊病例13例。其中，轻型病例1例，普通型病例12例。新增出院病例30例。新增重型病例3例（其中2例原为普通型病例，1例原为危重型病例）；1例重型病例符合新冠肺炎出院标准，1例转为普通型病例，1例转为危重型病例。新增危重型病例1例（原为重型病例），另有1例危重型病例转为重型病例。新增确诊病例中，南京市1例、无锡市1例、徐州市1例、常州市3例、连云港市2例、淮安市3例、扬州市1例、宿迁市1例。其中，年龄最大的68岁，最小的8岁。男性9人，女性4人。所有病例均已在定点医院救治，病情平稳。截至2月15日24时，江苏省累计报告新型冠状病毒肺炎确诊病例617例。其中，轻型病例48例，普通型病例559例，重型病例6例，危重型病例4例。出院病例190例。确诊病例中，南京市92例、无锡市53例、徐州市78例、常州市46例、苏州市86例、南通市40例、连云港市48例、淮安市63例、盐城市27例、扬州市22例、镇江市12例、泰州市37例、宿迁市13例。重型病例中，南京市1例、徐州市1例、苏州市1例、淮安市2例、镇江市1例。危重型病例中，南京市1例、连云港市1例、淮安市1例、盐城市1例。出院病例中，南京市29例、无锡市18例、徐州市23例、常州市11例、苏州市26例、南通市15例、连云港市12例、淮安市13例、盐城市9例、扬州市7例、镇江市4例、泰州市16例、宿迁市7例。目前，江苏省追踪到密切接触者12224人，已解除医学观察8849人，尚有3375人正在接受医学观察。专家提醒：近期仍然要坚持尽量不要外出，更要避免集聚。尽量避免使用公共交通，开私家车要注意开窗通风。随着企业复工，来苏返苏人员增多，建议要尽快登录“来苏返苏人员健康状况主动申报系统”，每日早晚两次申报健康状况。有条件的企事业单位，可以统一组织申报。如果出现发热、咳嗽等症状，请尽快到就近的发热门诊就医，并主动告知近2周的活动轨迹。 原图 ,,http://wx3.sinaimg.cn/large/b2b28b54gy1gbxy5aa1afj20z70g376v.jpg,无,无,2020-02-16 09:35,iPhone 7,64,11,94
Iuqv3xMXH,"【#全国新增新冠肺炎2009例#，#全国累计确诊68500例#】2月15日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例2009例,新增重症病例219例，新增死亡病例142例（湖北139例，四川2例，湖南1例），新增疑似病例1918例。当日新增治愈出院病例1323例，解除医学观察的密切接触者29788人。截至2月15日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例57416例（其中重症病例11272例），累计治愈出院病例9419例，累计死亡病例1665例，累计报告确诊病例68500例（江西省核减1例），现有疑似病例8228例。累计追踪到密切接触者529418人，尚在医学观察的密切接触者158764人。湖北新增确诊病例1843例（武汉1548例），新增治愈出院病例849例（武汉413例），新增死亡病例139例（武汉110例），现有确诊病例49030例（武汉35314例），其中重症病例10396例（武汉8530例）。累计治愈出院病例5623例（武汉2915例），累计死亡病例1596例（武汉1233例），累计确诊病例56249例（武汉39462例）。新增疑似病例1036例（武汉391例），现有疑似病例5243例（武汉2168例）。累计收到港澳台地区通报确诊病例84例：香港特别行政区56例（出院1例，死亡1例），澳门特别行政区10例（出院3例），台湾地区18例(出院2例)。 原图 ",,http://wx2.sinaimg.cn/large/b2b28b54gy1gbxylqmn94j20u00witb7.jpg,无,无,2020-02-16 08:57,iPhone 7,15,1,21
Iuqf0AwIz,#苏州下雪#雪 后 姑 蘇 現 ❄️图 | @丶复杂动物  [组图共4张] 原图 ,,"http://ww4.sinaimg.cn/large/b2b28b54gy1gbxxgmrci7j21900u0qjq.jpg,http://ww3.sinaimg.cn/large/b2b28b54gy1gbxxgn6relj21900u0qi7.jpg,http://ww1.sinaimg.cn/large/b2b28b54gy1gbxxgm9iu6j21900u0tr4.jpg,http://ww4.sinaimg.cn/large/b2b28b54gy1gbxxgnsgptj21900u0wt0.jpg",无,无,2020-02-16 08:17,iPhone 7,232,61,36
IupWu527j,两个鸡蛋一盒牛奶，做出来比蛋挞还好吃，在家试试吧！ 天天美食推荐的微博视频  ,,无,无,无,2020-02-16 07:32,微博视频号,181,147,29
IupJv8nXl,#早安，苏州#  【狮子林 · 腊梅】腊梅正开，暖阳当头，期盼疫情早日过去。（via@白墙下的花园）  [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/bd703347gy1gbw877wkjnj20j60azwia.jpg,http://ww3.sinaimg.cn/large/bd703347gy1gbw877j7w9j20j60br76f.jpg,http://ww4.sinaimg.cn/large/bd703347gy1gbw877lkz3j20j609kact.jpg,http://ww1.sinaimg.cn/large/bd703347gy1gbw877nbp8j20j60srtf2.jpg,http://ww1.sinaimg.cn/large/bd703347gy1gbw877sn9jj20j60c3q4d.jpg,http://ww1.sinaimg.cn/large/bd703347gy1gbw8789khzj20j60cswhj.jpg,http://ww3.sinaimg.cn/large/bd703347gy1gbw877mvnpj20j60csdii.jpg,http://ww2.sinaimg.cn/large/bd703347gy1gbw877u6ipj20j60vujxq.jpg,http://ww1.sinaimg.cn/large/bd703347gy1gbw877t2ojj20j60yzgtk.jpg",无,无,2020-02-16 07:00,铀媒,101,41,15
IunesbK1Y,#晚安，苏州# 瑞雪兆丰年，愿疫情速毕，静赏姑苏雪   [组图共3张] 原图 ,,"http://ww2.sinaimg.cn/large/b2b28b54gy1gbxjv2e8lgj20xc0m81kx.jpg,http://ww3.sinaimg.cn/large/b2b28b54gy1gbxjv0ezibj20xc0o47wh.jpg,http://ww1.sinaimg.cn/large/b2b28b54gy1gbxjv3kyuaj20xc0m8h9w.jpg",无,无,2020-02-16 00:38,iPhone 7,184,52,24
Iun3peuuO,#苏州下雪# 却满是心疼。 新闻夜班车的微博视频  ,,无,无,无,2020-02-16 00:10,iPhone 7,168,28,28
IumDWFmCs,#苏州下雪了##共同战疫##抗击新型肺炎我们在行动# 气温骤降，张家港开始下雪，张家港市公安局交警城西中队在卡口值守的民警和辅警冒着严寒，在恶劣天气下还在认真检查过往车辆，逐个对驾驶人和乘员测量体温，天气虽恶劣，但标准不能降，也不会降，坚守是第一防线。小鱼在此想道一声：“谢谢，感谢你们的辛苦付出！”@苏州公安 @苏州交警 http://t.cn/A6hI03ec ,,无,无,无,2020-02-15 23:08,iPhone 7,389,30,66
IumzuFJQ0,#苏州[超话]##苏州下雪了# 等一场雪，更等一个雪后天晴，再等等，你熟悉的城市即将回来...@骑水鸟的维生素 苏州发布的微博视频  ,,无,无,无,2020-02-15 22:57,iPhone 7,85,11,22
Iumdxozu6,#小鱼夜聊#能出门的第一顿你想吃什么？@二更更苏州 原图 ,,http://wx4.sinaimg.cn/large/006DgwRtgy1gbuw1138snj30dw0dw752.jpg,无,无,2020-02-15 22:03,铀媒,46,2,72
Iumdwbz2Y,#下雪啦#苏州[超话]# 你现在是不是有一个执念：雪快点下，那小鱼让你提前赏一波雪景[哈哈]让苏州一夜变姑苏。。。。。。（photo by姑苏晚报）  [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/b2b28b54gy1gbxff5beraj20j60edmzl.jpg,http://ww1.sinaimg.cn/large/b2b28b54gy1gbxff7c7tcj20j60ed76y.jpg,http://ww3.sinaimg.cn/large/b2b28b54gy1gbxffaknvlj20j60ed77e.jpg,http://ww1.sinaimg.cn/large/b2b28b54gy1gbxffcwm4pj20j60edwh9.jpg,http://ww3.sinaimg.cn/large/b2b28b54gy1gbxffffv8uj20j60edjtw.jpg,http://ww1.sinaimg.cn/large/b2b28b54gy1gbxffhtaukj20j60eddid.jpg,http://ww1.sinaimg.cn/large/b2b28b54gy1gbxffkfagvj20j60eddi3.jpg,http://ww1.sinaimg.cn/large/b2b28b54gy1gbxffogke6j20j60ed0vu.jpg,http://ww2.sinaimg.cn/large/b2b28b54gy1gbxffql89oj20j60edgot.jpg",无,无,2020-02-15 22:03,360安全浏览器,131,53,39
Ium0XjRui,【如何正确防护？#确诊小伙40多位密切接触者未被感染#】陕西安康小伙1月23日从武汉返回老家，1月28日被确诊为新冠肺炎患者。小伙的40多位密切接触者包括他的父母，目前都已解除医学观察，均未被感染，他是如何防护的呢？来看他的自拍讲述。新华视点的微博视频  ,,无,无,无,2020-02-15 21:32,微博视频号,23,7,20
Ium0opIpU,#2020年的第一场雪# 大家是不是都在等2020年的第一场雪，目前小鱼还只看到雪珠？  原图 ,,http://wx3.sinaimg.cn/large/b2b28b54gy1gbxeq8y9ozj20j60cstcl.jpg,无,无,2020-02-15 21:30,360安全浏览器,35,0,32
IulLBbt5R,#抗击新型肺炎我们在行动##共同战疫##园林资讯#【苏州为驰援湖北医务人员免除三年苏州园林卡费用】 为帮助驰援湖北医务人员解除后顾之忧，苏州市委、市政府决定实施激励关爱驰援湖北医务人员八条举措，其中包括为驰援湖北医务人员免三年苏州园林卡、休闲卡年费，免三年乘坐城市公共交通工具费用等八项内容。http://t.cn/A6hIPR65  @苏州园林 原图 ,,http://wx1.sinaimg.cn/large/bd703347ly1gbxbvxe5kjj20u01hcx6p.jpg,无,无,2020-02-15 20:54,铀媒,96,15,13
IulD0pduf,【#风雪交加中最可敬的人#】2月15日，武汉下起大雪。在香港路上，环卫工人正在顶着风雪清扫落叶；外卖小哥冒着大雪帮宅在家中的市民购置物品；在老旧社区的门前，社区值守人员风雪中坚守。他们，都是最可敬的人。#谢谢每个平凡的中国人#长江日报的微博视频  ,,无,无,无,2020-02-15 20:33,微博视频号,79,7,8
Iult430IC,【#今天世界穿山甲日#】今天，是世界穿山甲日。由于栖息地破坏、盗猎现象严重，我国中华穿山甲数量出现明显下降。目前，野外已很难再看到穿山甲实体。研究表明，穿山甲的肉并没有特殊营养，鳞片成分与人类指甲几乎无异。转发，一起呼吁#管住嘴拒绝吃野味#，也不购买相关制品！  原图 ,,http://wx4.sinaimg.cn/large/005ACc6Rly1gbxcdtfbi4j30j60y30v1.jpg,无,无,2020-02-15 20:08,铀媒,22,11,7
Iul9o0riM,#抗击新型肺炎我们在行动##共同战疫##关注江苏新型肺炎疫情# 【65岁身残义工“我要守好这个特殊的防疫卡口”】苏州劳动路小河浜防疫卡口，由65岁的张小明召集普通居民驻守执勤。他年轻时救火导致全身85%的皮肤被烧伤，身体严重致残、意外毁容。接到社区求助时，张小明说：“有了第二次生命，我更要奉献社会。” http://t.cn/A6hfgJsp @SBS暖视频 ,,无,无,无,2020-02-15 19:20,iPhone 7,64,3,7
IukT84j5B,#抗击新型肺炎我们在行动# #共同战疫# 【#什么是炎症风暴#？】针对新冠肺炎感染者身体里出现炎症风暴，中国科学院院士周琪回应，炎症因子风暴实际是细胞因子的过度反应。主要是人的免疫系统，针对外界的病毒和一些感染的诱因“不分敌我”时，过度反应造成对肌体的伤害。治疗过程中，尤其针对危重症的患者，如何#抑制炎症风暴是治疗焦点#。 http://t.cn/A6hfIBHu ,,无,无,无,2020-02-15 18:40,微博视频号,9,1,5
IukGZnu3F,待疫情过后，春暖花开，三五好友，逛闹市、品小吃，甚是妙哉！  [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/67dd74e0gy1gbx37xuum6j20u01hcqv6.jpg,http://ww4.sinaimg.cn/large/67dd74e0gy1gbx37yrtn7j20u01h57wj.jpg,http://ww4.sinaimg.cn/large/67dd74e0gy1gbx37z6ahhj20u01h5npe.jpg,http://ww1.sinaimg.cn/large/67dd74e0gy1gbx37wgcb0j20pc18w1kx.jpg,http://ww3.sinaimg.cn/large/67dd74e0gy1gbx37zt9gsj20u01h5hdv.jpg,http://ww1.sinaimg.cn/large/67dd74e0gy1gbx37y5q08j20u01henpd.jpg,http://ww3.sinaimg.cn/large/67dd74e0gy1gbx37zoja4j20u01hlnpe.jpg,http://ww3.sinaimg.cn/large/67dd74e0gy1gbx37zsryfj20u01hlu0x.jpg,http://ww4.sinaimg.cn/large/67dd74e0gy1gbx37zznq7j20u01henpd.jpg",无,无,2020-02-15 18:10,铀媒,80,11,34
IukCiEyyt,【交通运输部：疫情防控期间#全国收费公路免收通行费#】记者从交通运输部获悉，经国务院同意，2月17日零时起至疫情防控工作结束，全国收费公路免收车辆通行费。具体截止时间另行通知。（总台央视记者陈钰洁）  原图 ,,http://wx1.sinaimg.cn/large/b2b28b54gy1gbx8mmvm2jj20go0go77e.jpg,无,无,2020-02-15 17:58,360安全浏览器,20,3,16
IukyQ8fAA,#抗击新型肺炎我们在行动# #共同战疫# 【防控疫情与复工复产“两手抓” 全市重点企业有序推进工作】节后复工第一周，随着各项支持政策的落实落地，苏州众多企业切实担负起疫情防控主体责任，一手抓防控安全，一手抓恢复生产，全市企业复工率正在逐步上升。（苏州广电全媒体编辑中心） http://t.cn/A6hV5p0G ,,无,无,无,2020-02-15 17:50,微博视频号,12,1,0
IukfLgKT4,#抗击新型肺炎我们在行动# #共同战疫# #疫情当前 警察不退# 【凌晨3点的感动！总有一些温暖不期而遇】2月14日凌晨3点左右，天空飘着蒙蒙细雨，格外阴冷。@吴江公安 开发区交警中队执勤人员正在常台高速吴江出口处坚守岗位，开展疫情防控检查工作。一辆面包车停在执勤点上，车上下来两位女士，称自己在家亲手包了水饺，特意送过来给一线执勤人员吃。当执勤人员询问好心人姓名时，好心人却说：“不用了，看到你们每天为了百姓们的健康坚守一线这么辛苦，我们只是表示一点点心意，你们辛苦了！谢谢你们！”在这场没有硝烟的战“疫”里，总有一些温暖不期而遇。 http://t.cn/A6hVjpqv  @苏州公安  @苏州交警 ,,无,无,无,2020-02-15 17:03,微博视频号,87,2,10
Iuk8RmEdL,#抗击新型肺炎我们在行动# #共同战疫# 最新！苏州公交恢复、停运、调整信息在这里！戳图了解详情吧↓↓↓   （来源：今日苏州公交 ）  [组图共4张] 原图 ,,"http://ww2.sinaimg.cn/large/99420ef6gy1gbx0qxcxkbj20u00vajwd.jpg,http://ww2.sinaimg.cn/large/99420ef6gy1gbx0qxqay5j20u00qctd3.jpg,http://ww4.sinaimg.cn/large/99420ef6gy1gbx0qyaw3dj20u02gq4gk.jpg,http://ww4.sinaimg.cn/large/99420ef6gy1gbx0qz9i6ij20u042k4qp.jpg",无,无,2020-02-15 16:46,铀媒,23,7,34
Iuk3x1kQC,#共同战疫##抗击新型肺炎我们在行动# #便民提醒#【@苏州人，公积金政策有变！】为切实减轻企业负担，保障缴存职工合理需求，苏州市住房公积金管理中心出台相关文件，就做好新冠肺炎疫情防控期间住房公积金保障工作进行了部署。此外，在疫情防控期间公积金管理中心还推行“网上办事、电话预约、线上咨询、寄信维权”等服务新模式，一起来看看吧↓↓↓（来源：苏州公积金） [组图共6张] 原图 ,,"http://ww2.sinaimg.cn/large/71f31b4cly1gbwzvgjdifj20ku0jytby.jpg,http://ww3.sinaimg.cn/large/71f31b4cly1gbwzvg9nhzj20ku1ncti8.jpg,http://ww1.sinaimg.cn/large/71f31b4cly1gbwzvh6rkkj20ku0x50w6.jpg,http://ww1.sinaimg.cn/large/71f31b4cly1gbwzvhh5zaj20ku0pxwih.jpg,http://ww4.sinaimg.cn/large/71f31b4cly1gbwzvhz90mj20ku0xf439.jpg,http://ww3.sinaimg.cn/large/71f31b4cly1gbwzviai5kj20ku0rc0w4.jpg",无,无,2020-02-15 16:32,铀媒,12,2,4
IujYSBRGz,罗马尼亚友好学校向中国师生传达友谊与支持  ,,无,无,无,2020-02-15 16:21,iPhone 7,6,0,0
IujwSlGdj,【#湖北以外新增病例11连降#】湖北加油，中国加油，一起打赢这场阻击战！  原图 ,,http://wx4.sinaimg.cn/large/b2b28b54gy1gbx3txtwf8j20ha0r0gq2.jpg,无,无,2020-02-15 15:12,iPhone客户端,22,0,8
