微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
ItJMTgdlx,#共战疫情#【驰援黄石！盐城大丰区16人医疗支援队出征】@荔枝新闻 今天（2月11日）上午，由盐城市大丰人民医院、大丰中医院16名医护人员组成的支援湖北黄石医疗队出征，这是盐城第四批支援湖北的队员，也是盐城首个支援湖北黄石的医疗队。盐城市委书记戴源在现场为医疗队出征授旗，并叮嘱队员们要圆满完成任务，做好防护，保重身体，整整齐齐出发，平平安安归来！　　天空，细雨纷纷。快出发了，葛陈娟的母亲带着她7岁的女儿，前来为她送行。葛陈娟说，其实她是不想让孩子来的。孩子7岁了。从来没有离开过她，她怕孩子难过，所以让外婆把孩子带离现场。 在广场上，有记者提议抱起孩子让大家拍张照片，她拒绝了。噙着泪水的葛陈娟告诉记者，自己第一次报名时，就给孩子打过“预防针”了，家里人还是有心理准备的。　　卞博是大丰人民医院重症监护室男护士，1996年出生，是队伍里最年轻的一员。在现场，他的女朋友小潘手捧鲜花来给他送行。“我很想和他一起去，希望他照顾好自己，平安回来。”小潘是骨科护士，不符合报名条件，面对出征的男友，她泪眼模糊，有些不舍。 　　在大丰人民医院广场出征仪式现场，前来送行的还有许多居民。80多岁的老奶奶张恩淑，因为丈夫多次在医院住院，与不少护士都比较熟悉。老奶奶说，这些孩子手巧技高，服务热情，而且特别有耐心，见到她都亲热地叫“奶奶”，他们就像自己的亲孙子孙女一样。这次，他们出征去湖北抗击疫情，她一定要来送送他们。　　大丰卫建委有关人员介绍，“从接到通知到人员确定，只用了1个小时，他们分别是从呼吸内科、感染科、重症医学科等科室抽调的。16人中有6名中共党员，年龄最大的52岁，最小的24岁。”这次大丰派出的医疗队，1人来自大丰中医院，15人来自大丰人民医院。大丰人民医院院长柏正群说，他们都是医术精湛，品德高尚的医护人员，是医院从合乎要求的90多名医护人员选拔出来的。 [组图共6张] 原图 ,,"http://ww1.sinaimg.cn/large/005YGkF1gy1gbsme01c8bj30go0cijvt.jpg,http://ww2.sinaimg.cn/large/005YGkF1gy1gbsme00yz6j30go0cigpt.jpg,http://ww4.sinaimg.cn/large/005YGkF1gy1gbsme02ggjj30go0cijuf.jpg,http://ww1.sinaimg.cn/large/005YGkF1gy1gbsme06s5dj30go0ciaej.jpg,http://ww4.sinaimg.cn/large/005YGkF1gy1gbsme04k3cj30go0ci785.jpg,http://ww1.sinaimg.cn/large/005YGkF1gy1gbsme01vmsj30go0ciaez.jpg",无,无,2020-02-11 20:13,微博 weibo.com,95,7,12
ItJzuCEvB,【暴跌15℃！江苏将迎大雪，局部暴雪！】天气阳光明媚，气温方面也是节节攀升，非常给力，让人有种已经到了春天的错觉。然而这种假象将被新一波冷空气的光临，彻底打破！暴跌15℃！江苏将迎大雪，局部暴雪！  [组图共3张] 原图 ,,"http://ww2.sinaimg.cn/large/005YGkF1gy1gbsm40y5bnj30g00gcacx.jpg,http://ww2.sinaimg.cn/large/005YGkF1gy1gbsm40ze98j30g00rfjuz.jpg,http://ww1.sinaimg.cn/large/005YGkF1gy1gbsm40yy5mj30g00ezacu.jpg",无,无,2020-02-11 19:40,微博 weibo.com,33,10,20
ItJmvoSMV,【见面“拱手礼” 礼貌又安全】#加油，大盐城# #共战疫情# 盐城发布的微博视频  ,,无,无,无,2020-02-11 19:08,微博视频号,17,0,2
ItJby3RXp,#共战疫情# 【“专转本”和自主招生考试时间推迟】为贯彻落实党中央、国务院和教育部以及省委省政府关于做好新型冠状病毒肺炎疫情防控工作的各项要求，切实做好疫情防控工作，保障广大考生生命安全和身体健康，经研究，决定推迟2020年普通高校“专转本”全省统一考试和自主招生考试时间，具体安排另行通知。请考生密切关注江苏省教育厅官方发布的相关信息。 ,,无,无,无,2020-02-11 18:41,微博 weibo.com,10,0,0
ItIThs7hi,#共战疫情# 【周知！两高两部：#严惩10类妨害疫情防控行为#】10日，最高人民法院、最高人民检察院、公安部、司法部联合印发《关于依法惩治妨害新型冠状病毒感染肺炎疫情防控违法犯罪的意见》，明确要依法严惩这10类违法犯罪！戳图了解↓↓转发周知！  [组图共10张] 原图 ,,"http://ww2.sinaimg.cn/large/005YGkF1gy1gbsl9p0r43j30j60xkte0.jpg,http://ww2.sinaimg.cn/large/005YGkF1gy1gbsl9p1vnbj30j60xktd1.jpg,http://ww3.sinaimg.cn/large/005YGkF1gy1gbsl9p46igj30j60xktdl.jpg,http://ww4.sinaimg.cn/large/005YGkF1gy1gbsl9p2fvaj30j60xktcm.jpg,http://ww3.sinaimg.cn/large/005YGkF1gy1gbsl9p1ytwj30j60xk0z0.jpg,http://ww2.sinaimg.cn/large/005YGkF1gy1gbsl9p39r0j30j60xkdlc.jpg,http://ww2.sinaimg.cn/large/005YGkF1gy1gbsl9pjgs8j30j60xkq83.jpg,http://ww4.sinaimg.cn/large/005YGkF1gy1gbsl9pk1lhj30j60xkjx0.jpg,http://ww2.sinaimg.cn/large/005YGkF1gy1gbsl9pd0elj30j60xkq88.jpg,http://ww1.sinaimg.cn/large/005YGkF1gy1gbsl9peknkj30j60xk44b.jpg",无,无,2020-02-11 17:56,微博 weibo.com,8,2,1
ItIG2eayB,【黄石加油 我们来了】2月11日上午，我市16名医护人员冒雨集结，将随江苏省援黄石医疗支援队出征，他们分别来自大丰人民医院和大丰中医院。市委书记、市人大常委会主任戴源前往送行，为“白衣战士”鼓劲打气，“中国加油，同志们加油！”#加油，大盐城# http://t.cn/A6hw4rTP ,,无,无,无,2020-02-11 17:23,微博视频号,207,6,12
ItIejomRM,#共战疫情#【“苏大强”支援黄石】与江苏组成“速效CP”的黄石到底是一座怎样的城市？历史上曾有一个江苏人与这里渊源颇深，为什么说“没有他，就没有现在的黄石市”？一起来看——  “苏大强”支援黄石！江苏和这座城还有这些渊源  ,,无,无,无,2020-02-11 16:15,微博 weibo.com,28,1,5
ItHOP3VQo,"【江苏援湖北医疗队物资被扣留？真相其实是这样的！】武汉 "" 战疫 "" 发起总攻，全国各地火速驰援。2月9日，一天之内，41 架次包机约 6000 名医疗人员抵达武汉天河机场。意外的是，2月10日，网上出现多则关于支援湖北的医疗队物资被盗、被挪用的传言。其中，关于江苏援湖北医疗队物资被扣留的传言，在网上沸沸扬扬，引发网友热议。　　然而，事实并非如此。在医疗队抵达之后，行李和物资也已全部到达，队员们已在第一时间投入紧张工作中。　　"" 同一天那么多航班抵达，行李和物资迟了一点，但不存在被扣留的事。"" 江苏援湖北医疗队总领队邱泽森介绍，2 月 9 日，江苏 958 名医护人员乘坐 7 架飞机，陆续在下午、晚上抵达武汉。当天机场人太多，全国各地来的每支医疗队都携带了大量物资，协调运输这些物资的工作量巨大，出现了一些延误的情况。当时采取的办法是先把人接走，再运送行李。部分行李和物资送到酒店后，队员们连夜整理。"" 现在都送过来了，已经清点完毕。""@江苏共青团 @江苏网警 [组图共3张] 原图 ",,"http://ww1.sinaimg.cn/large/005YGkF1gy1gbshapms9zj30ku112gs3.jpg,http://ww2.sinaimg.cn/large/005YGkF1gy1gbshappk7yj30n00v2gv6.jpg,http://ww4.sinaimg.cn/large/005YGkF1gy1gbshapqzvxj30n00y8dv0.jpg",无,无,2020-02-11 15:12,专业版微博,27,3,8
ItHy4qa0A,"【漫绘｜同心战疫，英雄逆行】#武汉加油# #共同战疫# #加油,大盐城#   [组图共6张] 原图 ",,"http://ww1.sinaimg.cn/large/005YGkF1gy1gbs9dr2z95g30hs0rsqv5.gif,http://ww3.sinaimg.cn/large/005YGkF1gy1gbs9dqyhjtg30hs0rsael.gif,http://ww3.sinaimg.cn/large/005YGkF1gy1gbs9dqwz87g30hs0rs0xa.gif,http://ww1.sinaimg.cn/large/005YGkF1gy1gbs9dr0ajtg30hs0rs0y5.gif,http://ww3.sinaimg.cn/large/005YGkF1gy1gbs9dr1qeyg30hs0rsgtx.gif,http://ww1.sinaimg.cn/large/005YGkF1gy1gbs9dqyo18g30hs0rsn20.gif",无,无,2020-02-11 14:31,微博 weibo.com,32,3,3
ItGyni3qm,【什么是#气溶胶传播# 应该如何预防？】 这9张图说明白了↓↓↓#加油，大盐城# #共同战疫#  [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/005YGkF1gy1gbsb1sujf0j30go0goq5b.jpg,http://ww4.sinaimg.cn/large/005YGkF1gy1gbsb1surcsj30go0go771.jpg,http://ww4.sinaimg.cn/large/005YGkF1gy1gbsb1svzsej30go0gogow.jpg,http://ww3.sinaimg.cn/large/005YGkF1gy1gbsb1sw130j30go0gon06.jpg,http://ww3.sinaimg.cn/large/005YGkF1gy1gbsb1t25ktj30go0gomzb.jpg,http://ww4.sinaimg.cn/large/005YGkF1gy1gbsb1t3l0jj30go0go76l.jpg,http://ww3.sinaimg.cn/large/005YGkF1gy1gbsb1t6rjtj30go0gotbt.jpg,http://ww4.sinaimg.cn/large/005YGkF1gy1gbsb1t483oj30go0goacx.jpg,http://ww3.sinaimg.cn/large/005YGkF1gy1gbsb1t4h6uj30go0gogp9.jpg",无,无,2020-02-11 11:59,微博 weibo.com,15,4,0
ItGhMFvjY,#共同战疫#【复工了，如何做好防护？】这些知识很重要！  盐城发布的微博视频  ,,无,无,无,2020-02-11 11:18,微博视频号,14,3,2
ItG3321mX,【刚刚，盐城16名医护人员集结出征支援湖北黄石】2月11日上午9点30分，盐城市支援湖北黄石医疗队16名医护人员集结出征，他们来自大丰人民医院和大丰中医院。市委书记、市人大常委会主任戴源前往送行，为“白衣战士”鼓劲打气，“中国加油，同志们加油！”#加油，大盐城#  [组图共4张] 原图 ,,"http://ww3.sinaimg.cn/large/005YGkF1gy1gbs9j0xkvlj31do0u0x6r.jpg,http://ww3.sinaimg.cn/large/005YGkF1gy1gbs9j16lynj31900u0x6s.jpg,http://ww3.sinaimg.cn/large/005YGkF1gy1gbs9ixydcxj31400u00w4.jpg,http://ww3.sinaimg.cn/large/005YGkF1gy1gbs9shrr1ej311z0u00yc.jpg",无,无,2020-02-11 10:41,360安全浏览器,159,20,54
ItFXTgXrJ,"【#湖北以外地区新增病例连降七天#】据国家卫健委数据统计，2月10日0—24时，全国湖北以外地区新增确诊病例381例，连续第7日呈下降态势。而过去7日这一数据分别为：890例(3日)、731例(4日)、707例(5日)、696例(6日)，558例（7日），509（8日），444例（9日）。#加油,大盐城#  原图 ",,http://wx2.sinaimg.cn/large/005YGkF1gy1gbs8vwr1jej30ha0nyk39.jpg,无,无,2020-02-11 10:29,360安全浏览器,23,0,2
ItFqwirtv,【江苏新增23例新型冠状病毒肺炎确诊病例】据省卫健委2月11日上午发布：2020年2月10日0-24时，江苏省报告新型冠状病毒肺炎新增确诊病例23例。其中，轻型病例7例，普通型病例16例。新增出院病例12例。新增确诊病例中，南京市6例、无锡市4例、徐州市3例、苏州市3例、南通市2例、连云港市2例、泰州市3例。其中，年龄最大的76岁，最小的9个月。男性12人，女性11人。所有病例均已在定点医院救治。截至2月10日24时，江苏省累计报告新型冠状病毒肺炎确诊病例515例。其中，轻型病例34例，普通型病例472例，重型病例6例，危重型病例3例。出院病例84例。确诊病例中，南京市84例、无锡市45例、徐州市63例、常州市31例、苏州市80例、南通市35例、连云港市37例、淮安市46例、盐城市18例、扬州市18例、镇江市12例、泰州市34例、宿迁市12例。重型病例中，南京市1例、徐州市1例、苏州市1例、南通市1例、盐城市1例、镇江市1例。危重型病例中，徐州市1例、连云港市1例、淮安市1例。出院病例中，南京市22例、无锡市4例、徐州市10例、常州市6例、苏州市13例、南通市5例、连云港市4例、淮安市5例、盐城市3例、扬州市3例、镇江市1例、泰州市5例、宿迁市3例。目前，江苏省追踪到密切接触者10762人，已解除医学观察5805人，尚有4957人在接受医学观察。专家提醒：近期尽量不要外出，更要避免集聚。尽量避免使用公共交通，开私家车要注意开窗通风。少去密闭、通风不良的公共场所，特别是不要去麻将馆等空间狭小、通风不好的场所。在外要注意减少公共部位的接触。出门戴口罩，回家先洗手。如果出现发热或咳嗽等症状，可及时拨打12320卫生热线咨询，必要时到定点发热门诊就医，并主动告知前2周的生活轨迹。 ,,无,无,无,2020-02-11 09:06,360安全浏览器,20,2,16
ItFfrxEnV,#全国累计确诊42638例新冠肺炎#【#全国新增确诊病例2478例#】2月10日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告，新增确诊病例2478例（湖北2097例），新增重症病例849例（湖北839例），新增死亡病例108例（湖北103例，北京、天津、黑龙江、安徽、河南各1例），新增疑似病例3536例（湖北1814例）。　　当日新增治愈出院病例716例（湖北427例），解除医学观察的密切接触者26724人。　　截至2月10日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例37626例（其中重症病例7333例），累计治愈出院病例3996例（浙江核减1例），累计死亡病例1016例，累计报告确诊病例42638例（浙江核减12例，江西核增1例），现有疑似病例21675例。累计追踪到密切接触者428438人，尚在医学观察的密切接触者187728人。　　累计收到港澳台地区通报确诊病例70例：香港特别行政区42例（死亡1例），澳门特别行政区10例（治愈出院1例），台湾地区18例（治愈出院1例）。 原图 ,,http://wx2.sinaimg.cn/large/005YGkF1gy1gbs5zspza2j30hs0vmaoh.jpg,无,无,2020-02-11 08:39,iPhone客户端,16,2,8
ItBzRufnM,【新冠肺炎防控知识手册（病毒知识、就医流程）】#加油，大盐城# 新冠肺炎防控知识手册（病毒知识、就医流程）  [组图共4张] 原图 ,,"http://ww2.sinaimg.cn/large/005YGkF1ly1gbrpsbhy3lj30v91aznde.jpg,http://ww1.sinaimg.cn/large/005YGkF1ly1gbrpsecigdj30v91azk2o.jpg,http://ww3.sinaimg.cn/large/005YGkF1ly1gbrpshon7wj30v91az13p.jpg,http://ww4.sinaimg.cn/large/005YGkF1ly1gbrpslf9bwj30v91azk6o.jpg",无,无,2020-02-10 23:18,HUAWEI Mate 30 5G,13,3,2
ItBzetVcA,【国家部委政策速览(2月10日)】#关注新型冠状病毒肺炎疫情# 国家部委政策速览(2月10日)  ,,无,无,无,2020-02-10 23:17,HUAWEI Mate 30 5G,14,2,1
ItByGxekH,【硬核防控、细致服务！直击盐城企业复工首日（持续更新）】#加油，大盐城##共同战疫# 硬核防控、细致服务！直击盐城企业复工首日（持续更新）  原图 ,,http://wx2.sinaimg.cn/large/005YGkF1ly1gbrppyslj4j30hs104n0k.jpg,无,无,2020-02-10 23:16,HUAWEI Mate 30 5G,16,1,3
ItBypod8a,【一定会胜利】一定会胜利  原图 ,,http://wx1.sinaimg.cn/large/005YGkF1ly1gbrpnodbr3j30zk1if7n0.jpg,无,无,2020-02-10 23:15,HUAWEI Mate 30 5G,32,1,4
ItANAspPz,"【疫情防控期间，10种“不文明行为""千万要不得！】当前，全市疫情防控工作进入到关键时期，广大医护人员、公安干警、基层干部、志愿者为了维护人民群众的生命安全和身体健康日夜奋斗在防疫一线。疫情面前，没有局外人，没有旁观者，我们每个人都是当事人，也都是责任人。为此，我们呼吁，防疫要从个人做起，文明要从细处养成，特殊时期以下这些“不文明行为”千万要不得！ [组图共10张] 原图 ",,"http://ww2.sinaimg.cn/large/005YGkF1gy1gbrl1141olj30hs0bv40r.jpg,http://ww3.sinaimg.cn/large/005YGkF1gy1gbrl116elpj30hs0bvq6j.jpg,http://ww3.sinaimg.cn/large/005YGkF1gy1gbrl117e3cj30hs0bv0w6.jpg,http://ww4.sinaimg.cn/large/005YGkF1gy1gbrl118gitj30hs0bvgp3.jpg,http://ww2.sinaimg.cn/large/005YGkF1gy1gbrl118yocj30hs0bv41w.jpg,http://ww2.sinaimg.cn/large/005YGkF1gy1gbrl118p14j30hs0bvdjj.jpg,http://ww3.sinaimg.cn/large/005YGkF1gy1gbrl11ie6aj30hs0bvtcl.jpg,http://ww3.sinaimg.cn/large/005YGkF1gy1gbrl11jreaj30hs0bvtcd.jpg,http://ww2.sinaimg.cn/large/005YGkF1gy1gbrl11k71jj30hs0bvadl.jpg,http://ww2.sinaimg.cn/large/005YGkF1gy1gbrl1jniw6j30hs0bv784.jpg",无,无,2020-02-10 21:20,微博 weibo.com,16,3,1
ItAAc9jlM,【请知悉！盐城高铁站继续停运部分列车】#加油，大盐城# 2月10日，据中国铁路上海局集团有限公司新长车务段消息，为进一步做好疫情防控工作，继续停运部分列车。具体如下↓↓2月19日至2月28日徐州东开盐城D5667、D5673、D5679次停运、盐城开徐州东D5670、D5676次停运，2月20日至2月29日盐城开徐州东D5668、D5674、D5680次停运、徐州东开盐城D5671、D5677次停运。2月11日至2月29日贵阳北开盐城G2690/87次、2月12日至3月1日盐城开贵阳G2688/9次停运。2月19日至2月29日重庆西开盐城G2680/1次、2月20日至3月1日盐城开重庆西G2682/79次停运。 原图 ,,http://wx3.sinaimg.cn/large/005YGkF1gy1gbrkvau15wj30hs0vmq53.jpg,无,无,2020-02-10 20:47,微博 weibo.com,19,2,2
ItAbr1RlX,【#共同战疫# 那一抹暖心“志愿红”】2月6日下午，在射阳县临海镇六垛闸口防疫检查卡点，24小时轮岗值守的医生、警察等工作人员，正逐一对过往车辆司乘人员进行体温测量并登记。　　“天这么冷，你们还要在风口里值守，真是辛苦你们了。”身穿红马甲的临海镇六垛居委会“凝聚爱心”志愿队的志愿者们，将22件棉大衣和手套等慰问品交给防疫工作者，“来，大家先戴上一副手套，别冻着。”　　疫情牵动人心，一线工作人员辛勤付出，让“凝聚爱心”志愿队志愿者十分感动。“买点牛奶、方便面，他们工作辛苦，饿了正好可以吃。”“大冷天的，我觉得买大衣、手套比较好。”志愿者在微信群里经过讨论，一致觉得还是买大衣、手套好。陆守华100元、潘海兵100元、刘忠山200元……随后，微信群里下起“红包雨”，不一会儿就筹集3200元爱心资金。　　“凝聚爱心”志愿队的87位志愿者，自发组成了一个疫情防控服务队，当中既有68岁的退休老人，也有12岁的少年学生；既有当地居委会的工作人员，也有远在浙江、上海等地的外地人。因为爱心，让他们凝聚在一起。　　与此同时，志愿服务队也直接参与防疫工作。“疫情形势严峻，参与疫情防控工作，与我联系。”志愿者夏咸琴是志愿服务队发起人，也是志愿服务队队长。在她的努力下，众多身穿红马甲的志愿者参与到防疫工作中，成为乡村中一抹暖心“志愿红”。 ,,无,无,无,2020-02-10 19:46,微博 weibo.com,13,0,0
ItzP6DRcO,【钟南山：#新冠肺炎病死率远低于SARS#、埃博拉和H7N9】国家呼吸系统疾病临床医学研究中心主任、中国工程院院士钟南山9日表示，新型冠状病毒是冠状病毒的一种，它跟SARS冠状病毒是“平行的”。钟南山表示，根据目前观察的情况，新冠肺炎的病死率约为2.7%，且患者大多为中老年人，病死率虽然比普通流感强，但远比SARS冠状病毒、埃博拉病毒或H7N9流感病毒低。#共同战疫# 原图 ,,http://wx3.sinaimg.cn/large/005YGkF1gy1gbrgpbapksj30c507mwfj.jpg,无,无,2020-02-10 18:51,微博 weibo.com,14,0,0
ItzuFk3nG,【#江苏推迟公布考研初试成绩#】据@江苏教育发布 消息：我省2020年硕士研究生初试成绩将推迟至2月20日以后公布，具体时间及后续工作另行通知。请考生密切关注江苏省教育考试院门户网站发布的相关信息。  原图 ,,http://wx4.sinaimg.cn/large/005YGkF1gy1gbrgjdakczj30hs0vmwgn.jpg,无,无,2020-02-10 18:00,专业版微博,12,3,0
Itzb5oUT2,【#湖北以外新增病例连降6天#】据国家卫健委数据统计，2月9日0—24时，全国除湖北以外地区新增确诊病例444例，连续第6日呈下降态势。过去这一数据分别为：890例(3日)、731例(4日)、707例(5日)、696例(6日)、558例（7日）、509例（8日）。 #共同战疫#  原图 ,,http://wx3.sinaimg.cn/large/005YGkF1gy1gbrf4rc9dcj30h90q2q6j.jpg,无,无,2020-02-10 17:12,专业版微博,16,1,5
ItyMbtU1F,【江苏—黄石！正版#对口支援湖北地市对照表#来了】据国家卫生健康委消息，省际对口支援湖北省武汉以外地市新型冠状病毒肺炎防治工作方案已经印发。考虑到实际情况，实际支援并非“一对一”。具体对口支援关系，戳图↓↓http://t.cn/A6hhaOy5  原图 ,,http://wx1.sinaimg.cn/large/005YGkF1gy1gbrda0qjz8j30ha0todl6.jpg,无,无,2020-02-10 16:11,专业版微博,65,3,17
Itys1z0Q3,"【#共同战疫# 坚守留置观察点】一场突如其来的新冠肺炎疫情，让2020年春节变得不一样。在这场没有硝烟的战场上，一批优秀的基层医务工作者，放弃与家人团聚的机会，奋力投身疫情防控阻击战。#加油,大盐城# 　　盐城高新区盐渎街道社区服务卫生中心的刘玉敏、耿有铸和王红霞等医务工作者就是这样一群人，他们坚守在医学留置观察点，不分昼夜，全力以赴做好疫情防控工作。 　　面对突然袭来的疫情，1月22日，刘玉敏、耿有铸和王红霞等医务人员主动向党组织申请，走上疫情防控一线，对隔离人员进行医学观察，随叫随到。他们每天给隔离观察对象测量体温、房间消毒，随时记录密切接触者的相关健康信息，24小时轮流坚守岗位，应对和处理疫情。　　集中医学观察点都是单人单间，禁止串门。1月30日晚上，正在值班的刘玉敏发现一名隔离观察对象打开了房门，站在过道里，她赶忙上前询问。“我实在太闷了，想出来走走，马上就回去，再说了我不咳嗽、不发热，你们凭什么关着我？”面对连连发问，刘玉敏不慌不忙地拿出宣传单等材料，耐心地跟他讲解目前疫情防控形势以及医学隔离观察的必要性和重要性。一番苦口婆心劝导后，隔离观察对象认识到了事情的严重性，红着脸回到自己的房间。　　2月1日凌晨1点，一阵急促的电话铃声响起，来电通报：辖区某小区一位与武汉回盐人员有密切接触的居民需要转到医学留置观察点，刘玉敏和耿有铸随即穿上防护服赶去目的地，“我是一名党员，更是一名医务工作者，遇到事情就应该冲在前面。”刘玉敏说。 　　“众志成城隔离病毒，但绝不能隔离爱。”护士王红霞像对待亲人一样，上门对密切接触者的家属进行心理辅导，并做好集中观察者的医学观察和日常服务，让大家安心、舒心、放心地度过医学观察期。防保人员刘斐每天负责调查、登记、报送密切接触者情况，忙得不可开交。 　　这样一群基层医务工作者，他们一直战斗在疫情防控一线，一连十几天没回家，春节在留置点值班，没能陪家人吃年夜饭。刘玉敏的儿子在外读书，此次放寒假回家，未能和儿子好好说说话，她深感愧疚。“我是一名党员，一名医务工作者，在疫情面前，我有责任和义务坚守在一线。”刘玉敏说，百姓平平安安是他们最大的心愿。 ",,无,无,无,2020-02-10 15:21,专业版微博,17,0,2
ItxbLgg46,#共同战疫# 外地来苏人员，你知道怎么主动申报健康状况吗？ 点击进入申报页面→http://t.cn/A6hPeNct  盐城发布的微博视频  ,,无,无,无,2020-02-10 12:08,微博视频号,16,2,4
ItwNZEBG0,"#共同战疫# 【新冠肺炎防控知识手册——就医流程】#加油,大盐城# 盐城发布的微博视频  ",,无,无,无,2020-02-10 11:10,微博视频号,10,4,1
Itwyd0C4k,"#共同战疫# 【新冠肺炎防控知识手册——病毒知识】#加油,大盐城# 盐城发布的微博视频  ",,无,无,无,2020-02-10 10:31,微博视频号,10,1,1
ItwlMArRN,【星夜集结，凌晨出征】今天凌晨6点，天还未亮，盐城市中医院9名护士火速集结出征，他们将赶赴南京，参加第三批国家中医医疗队驰援武汉。9名护士分别来自重症医学科、呼吸科和急诊科。为“最美逆行者”壮行，今天整整齐齐地出发，来日整整齐齐地回来！@武汉发布 #加油，大盐城# #武汉加油# http://t.cn/A6hP9GEE ,,无,无,无,2020-02-10 10:00,微博视频号,130,10,47
Itw9mA5yR,#关注新型冠状病毒肺炎疫情# 【江苏新增24例新型冠状病毒肺炎确诊病例（2.10）】据省卫健委2月10日上午发布：2020年2月9日0-24时，江苏省报告新型冠状病毒肺炎新增确诊病例24例。其中，轻型病例4例，普通型病例20例。新增出院病例21例。新增确诊病例中，南京市7例、无锡市3例、徐州市4例、苏州市2例、南通市1例、连云港市3例、淮安市2例、盐城市1例、泰州市1例。其中，年龄最大的80岁，最小的7岁。男性12人，女性12人。所有病例均已在定点医院救治。截至2月9日24时，江苏省累计报告新型冠状病毒肺炎确诊病例492例。其中，轻型病例27例，普通型病例457例，重型病例5例，危重型病例3例。出院病例72例。确诊病例中，南京市78例、无锡市41例、徐州市60例、常州市31例、苏州市77例、南通市33例、连云港市35例、淮安市46例、盐城市18例、扬州市18例、镇江市12例、泰州市31例、宿迁市12例。重型病例中，南京市1例、徐州市1例、苏州市1例、南通市1例、盐城市1例。危重型病例中，徐州市1例、连云港市1例、淮安市1例。出院病例中，南京市22例、无锡市3例、徐州市8例、常州市6例、苏州市11例、南通市2例、连云港市4例、淮安市5例、盐城市3例、扬州市2例、镇江市1例、泰州市5例。目前，江苏省追踪到密切接触者10296人，已解除医学观察5070人，尚有5226人在接受医学观察。专家提醒：近期尽量不要外出，更要避免集聚。尽量避免使用公共交通，开私家车要注意开窗通风。少去密闭、通风不良的公共场所，特别是不要去麻将馆等空间狭小、通风不好的场所。在外要注意减少公共部位的接触。出门戴口罩，回家先洗手。如果出现发热或咳嗽等症状，可及时拨打12320卫生热线咨询，必要时到定点发热门诊就医，并主动告知前2周的生活轨迹。来源：健康江苏 ,,无,无,无,2020-02-10 09:29,HUAWEI Mate 30 5G,51,1,17
Itw8JfM68,#关注新型冠状病毒肺炎疫情# 【盐城市新型冠状病毒感染的肺炎疫情通报（第10号）】2月10日上午，经江苏省卫生健康委确认，我市新增新型冠状病毒感染的肺炎确诊病例1例。截至2月10日，我市累计报告新型冠状病毒感染的肺炎确诊病例18例。新增病例情况：女，56岁，东台市人，其丈夫是1月29日23时50分通报的患者五的密切接触者。1月31日患者出现发热等症状，于2月5日到东台市人民医院发热门诊就诊，目前在市级定点医院隔离治疗。对其在盐城期间所有密切接触人员，我市均已采取集中隔离或医院留观等相应措施。专家提醒：目前正值新型冠状病毒感染的肺炎疫情防控的关键时期，二代、三代等患者陆续在各地出现，广大市民不能掉以轻心、麻痹大意，近期尽量不要外出，更要避免集聚。尽量避免使用公共交通，开私家车要注意开窗通风。少去密闭、通风不良的公共场所，特别是不要去空间狭小、通风不好的场所。在外要注意减少公共部位的接触。出门戴口罩，回家先洗手。如果出现发热或咳嗽等症状，及时主动就医，并主动告知前2周的生活轨迹。同时注意不要盲目就医，不要到社区小门诊去就诊，更不要短期内到多家医疗机构就诊，避免不必要的交叉感染。自外地回盐人员，要注意关注自己曾经出行地区的相关疫情。盐城市新型冠状病毒感染的肺炎疫情防控工作领导小组2020年2月10日 ,,无,无,无,2020-02-10 09:28,HUAWEI Mate 30 5G,170,4,99
ItvOYu74r,【#全国新增确诊3062例#，#全国累计确诊超4万例#】2月9日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告，新增确诊病例3062例（湖北2618例），新增重症病例296例（湖北258例），新增死亡病例97例（湖北91例，安徽2例，黑龙江、江西、海南、甘肃各1例），新增疑似病例4008例（湖北2272例）。　　当日新增治愈出院病例632例（湖北356例），解除医学观察的密切接触者29307人。　　截至2月9日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例35982例（其中重症病例6484例），累计治愈出院病例3281例，累计死亡病例908例，累计报告确诊病例40171例（湖北核减87例，江西、甘肃各核减1例），现有疑似病例23589例。累计追踪到密切接触者399487人，尚在医学观察的密切接触者187518人。　　累计收到港澳台地区通报确诊病例64例：香港特别行政区36例（死亡1例），澳门特别行政区10例（治愈出院1例），台湾地区18例（治愈出院1例）。 原图 ,,http://wx2.sinaimg.cn/large/005YGkF1gy1gbr0djxhn7j30hs0vmwgn.jpg,无,无,2020-02-10 08:39,专业版微博,26,1,23
