微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IuqJekGMz,#身边感动#【南京#辅警抗疫一线奋战18天殉职#】据@平安南京，南京市公安局高淳分局辅警袁剑雄在新冠肺炎疫情联防联控工作中，1月24日至2月10日间坚守工作岗位，连续18个日夜奋战在防疫一线。因连续作战、过度疲劳，2月11日晚11时许，袁剑雄突发疾病，经抢救无效，于2月14日上午去世。南京市公安局高淳分局决定，追授袁剑雄同志辅警个人嘉奖，区委区政府追授袁剑雄同志“高淳区抗击新冠肺炎疫情先进工作者”称号。 原图 ,,http://wx4.sinaimg.cn/large/a5f5fd2agy1gbxzm4cyczj20b40dwaal.jpg,无,无,2020-02-16 09:32,无,33,3,12
Iuq5pecFc,#早安·江苏#【低温、大风】今天全省晴到多云，全省西北风5-6级阵风7级，今天最高温度：沿江和苏南地区4~5℃，其它地区2~3℃，明晨最低温度：沿淮和淮北地区-4~-5℃，其它地区-3℃左右，大部分地区有冰冻。 （图片：@行者呉疆 ）  [组图共9张] 原图 ,,"http://ww4.sinaimg.cn/large/a5f5fd2aly1gbxwrusoghj20j60bt76z.jpg,http://ww1.sinaimg.cn/large/a5f5fd2aly1gbxwrwpq2nj20j60bdn1j.jpg,http://ww3.sinaimg.cn/large/a5f5fd2aly1gbxwryabhrj20j60csdjh.jpg,http://ww2.sinaimg.cn/large/a5f5fd2aly1gbxwryxkflj20j60cs0vz.jpg,http://ww1.sinaimg.cn/large/a5f5fd2aly1gbxwrzdb9vj20j60djjtz.jpg,http://ww4.sinaimg.cn/large/a5f5fd2aly1gbxws00xnej20j60bkn1h.jpg,http://ww4.sinaimg.cn/large/a5f5fd2aly1gbxws0k7g1j20j60bj0w3.jpg,http://ww4.sinaimg.cn/large/a5f5fd2aly1gbxwrse0n9j20j60csq55.jpg,http://ww3.sinaimg.cn/large/a5f5fd2aly1gbxws0x8t4j20j60csabd.jpg",无,无,2020-02-16 07:54,无,23,4,16
Iumoup8XU,#夜思#【这是14亿人总动员的战争  每个你都算数！】面对疫情，你以为自己能做的不多。但你眼中的微不足道，却有着特殊的力量。这是一场14亿人“总动员”的战争，每个人都是战士，每个你都算数！为自己，为他们，为中国，加油！#共同战疫# 玉渊谭天的微博视频  ,,无,无,无,2020-02-15 22:30,微博视频号,25,9,9
Iul1FwsKa,#生活提示#【确诊疑似病人不应戴呼吸阀口罩】呼吸阀口罩有没有风险？中国疾控中心研究员冯录召表示：呼吸阀式口罩是单向阀门，呼出气体可排出气体，排气过程中因为没有过滤层，如果病人佩戴这种口罩可能会病毒排出，确诊或者疑似不应佩戴此类口罩。 人民日报的微博视频  ,,无,无,无,2020-02-15 19:01,微博视频号,4,3,0
IukJ12UlR,【#江苏企业3D打印隔离屋援助湖北# 目前已投入使用】疫情发生后，苏州某3D打印建筑生产商，得知湖北急缺隔离屋，利用城市固废和废弃钢渣，通过3D打印技术生产出15间小型隔离屋。每间隔离屋面积约10平方米，带有卧室和卫生间，目前已全部运抵湖北咸宁市医院投入使用。荔直播的秒拍视频  ,,无,无,无,2020-02-15 18:15,微博视频号,88,16,15
IukrqEMMr,【交通运输部：疫情防控期间#全国收费公路免收通行费#】从交通运输部获悉，经国务院同意，2月17日零时起至疫情防控工作结束，全国收费公路免收车辆通行费。具体截止时间另行通知。  原图 ,,http://wx4.sinaimg.cn/large/a5f5fd2aly1gbx7uwswh5j20dw0dw7ba.jpg,无,无,2020-02-15 17:31,无,6,2,2
Iuko7hNFv,#江苏播报##共同战疫# 【江苏援黄石医疗支援队#三分之二江苏队员在重症病房#】2月14日起，江苏省援黄石医疗支援队工作人员全部投入到紧张的救治工作中，三分之一在轻症和询诊，三分之二在重症和危重症病房，救治黄石本地病情最重的一批病人。JSTV荔枝视频的秒拍视频  ,,无,无,无,2020-02-15 17:23,微博视频号,13,6,2
IujttEJzz,【直播：#国务院联防联控机制发布会#】2月15日15时，国务院联防联控机制召开新闻发布会，介绍药物研发和科研攻关最新进展情况。现场直播↓↓一起关注！ 人民日报的微博视频 .  ,,无,无,无,2020-02-15 15:04,无,0,0,0
IujrDBySH,【#铁路客座率将控制在50%左右#】中国国家铁路集团有限公司副总经理李文新：精准安排错峰的返程运力，实行#分散售票车不卖无座票#，实施隔座售票，将客座率控制在50%左右。对于输入和输出地比较集中的劳务工的团体客流，还可以组织专列或者包车形式，确保有序的返程出行。 @央视新闻 http://t.cn/A6hf2udj ,,无,无,无,2020-02-15 14:59,微博视频号,1,0,3
IujoW2gBs,【交通运输部：#今年春运不会出现传统意义上的返程高峰#】交通运输部副部长刘小明表示，受疫情影响，1月25日—2月14日，全国共发送旅客2.83亿人次、日均1348万人次，预计今年春运40天客流将同比下降45%。春运返程峰值约1500万人次，预计不会超过日常客运量的2成。（人民日报）  ,,无,无,无,2020-02-15 14:52,无,2,0,0
IujoJlPu0,【#武汉下雪#，注意保暖别感冒！】#武汉断崖式降温# 15日中午，武汉开始下雪。据武汉市气象台，15日武汉中午前后小雨会转为雨夹雪，下午则会由雨夹雪转为中到大雪。多穿点，别感冒！（人民日报 ） CGTN唐博的微博视频  ,,无,无,无,2020-02-15 14:52,微博视频号,6,3,2
IujbTA7o3,#身边感动#【为患者取样做核酸检测风险有多大？医生全套防护外再加一层头套】华中科技大学同济医院中法新城院区是武汉市收治重症新冠肺炎的定点医院。病区很重要的一项工作是取核酸检测。#核酸检测如何为患者取样#？会面临怎样的风险？江苏援湖北医疗队医疗组副组长莫敏介绍↓↓保重！http://t.cn/A6hcZMUU  ,,无,无,无,2020-02-15 14:20,微博视频号,4,2,0
IuiYnh9Nk,【江苏首例！徐州实施新冠肺炎康复者血浆抗体治疗】 2月14日下午，在徐州徐医附院，医护人员成功的将一名新冠肺炎康复者经过处理的血浆，注入另一名重症患者体内，这是徐州首例对新冠肺炎患者实施血浆治疗，此次实施的新冠肺炎血浆治疗在江苏省内尚属首次。该例血浆抗体治疗的捐献者是王女士。她在1月27日因感染新冠肺炎入院，2月9日治愈出院。随后，王女士就积极联系医院，想捐献血液。王女士此举得到了省市卫健委的大力支持，除了王女士以外，徐州卫健部门还取得了另一名康复患者的支持。（扬子晚报） [组图共3张] 原图 ,,"http://ww4.sinaimg.cn/large/a5f5fd2aly1gbx1dgj20fj20hs0bvgmf.jpg,http://ww3.sinaimg.cn/large/a5f5fd2aly1gbx1dgu8shj20hs0dct9c.jpg,http://ww2.sinaimg.cn/large/a5f5fd2aly1gbx1dhq9vmj20go0m8t9d.jpg",无,无,2020-02-15 13:47,无,39,8,7
IuieM1fGX,#江苏疫情通报#2月15日江苏各市新型冠状病毒感染的肺炎疫情通报↓ ↓  [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/a5f5fd2aly1gbwy4i4pemj20iw17rnl8.jpg,http://ww4.sinaimg.cn/large/a5f5fd2aly1gbwy4ih30tj20iw0lmgpe.jpg,http://ww2.sinaimg.cn/large/a5f5fd2aly1gbwy4ivowkj20j319i45b.jpg,http://ww1.sinaimg.cn/large/a5f5fd2aly1gbwy4j5x50j20iw0mp0wp.jpg,http://ww3.sinaimg.cn/large/a5f5fd2aly1gbwy4jig0bj20iw21htii.jpg,http://ww2.sinaimg.cn/large/a5f5fd2aly1gbwy4jtp9lj20iw0jbadf.jpg,http://ww4.sinaimg.cn/large/a5f5fd2aly1gbwy4kklqjj20iw1mqk06.jpg,http://ww3.sinaimg.cn/large/a5f5fd2aly1gbwy4k6a31j20iw0w079y.jpg,http://ww4.sinaimg.cn/large/a5f5fd2aly1gbwy4ldkdrj20iw0mzdkb.jpg",无,无,2020-02-15 11:55,无,14,10,7
IuhUShHcC,#教育资讯#【江苏允许适当压缩双休日和暑假】江苏省教育厅日前发布《关于做好全省普通本科高等学校疫情防控期间教育教学工作安排的通知。通知要求，要统筹2020年春季学期与秋季学期教学计划，在不影响整体教学秩序的前提下，个别春季学期课程可调整到秋季学期开设，或适当压缩双休日和暑假休息时间。 http://t.cn/A6hViysN [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/a5f5fd2aly1gbww9oz4rcj20hs08ldgs.jpg,http://ww4.sinaimg.cn/large/a5f5fd2aly1gbww9phajzj20ku0kjn0a.jpg",无,无,2020-02-15 11:06,无,69,10,29
IuhJ97hfl,#江苏播报##江苏对口支援湖北黄石# 【江苏盐城的爱心车队抵达黄石】今天上午8点20分，江苏盐城的爱心车队抵达黄石西收费站。13辆卡车排成一条长龙，这一次他们带来了价值150多万元、248.5吨物资。（@东楚晚报 ）东楚晚报的微博视频  ,,无,无,无,2020-02-15 10:37,微博视频号,115,11,7
IuhBD91MF,【王贺胜：各地共派出25633名医疗队员支援湖北，调集三个移动P3实验室】在武汉举行的国新办发布会上，国家卫生健康委党组成员、副主任，湖北省委常委王贺胜介绍：截至2月14日24时，各地共派出了217支医疗队，25633名医疗队员，不包括军队派出的医疗队和队员。此外，还调集了三个移动的P3实验室，在武汉市有181支医疗队，20374名医疗队员，在其他城市有36支医疗队，5259名医疗队员。（新华网） 原图 ,,http://wx1.sinaimg.cn/large/a5f5fd2agy1gbwv9zu641j20dw0dwtfm.jpg,无,无,2020-02-15 10:18,无,2,4,1
IuhunD6kR,#关注新冠肺炎#【#钟南山指导研制出快速检测试剂盒# 提高阳性检出率】广州医科大学呼吸疾病国家重点实验室14日发布消息称，在中国工程院院士钟南山的指导下，该实验室联合中国科学院广州生物医药与健康研究院、广州再生医学与健康广东省实验室等，研发出新型冠状病毒IgM抗体快速检测试剂盒，并已在实验室和临床完成初步评价。该试剂盒应用胶体金免疫层析技术，采用间接法检测人新型冠状病毒(SARS-COV2)IgM抗体，仅需采取一滴血就可在15分钟内肉眼观察获得检测结果，且患者的血浆稀释500至1000倍后，仍能检测出阳性条带。 (中国新闻网） 原图 ,,http://wx2.sinaimg.cn/large/a5f5fd2aly1gbwutmxbftj20fa0a6q3j.jpg,无,无,2020-02-15 10:00,无,7,4,2
IuheyEq7t,【#湖北以外新增病例11连降#】湖北加油，中国加油，一起打赢这场阻击战！  原图 ,,http://wx2.sinaimg.cn/large/a5f5fd2aly1gbwtdvg1gkj20ha0r0gq2.jpg,无,无,2020-02-15 09:21,无,19,5,5
Iuh6XlSKE,【直播！#国新办疫情防控发布会#】2月15日上午9:00，国务院新闻办公室在湖北武汉举行新闻发布会，国家卫健委党组成员、副主任，湖北省委常委王贺胜等介绍在湖北组织开展疫情防控和医疗救治工作情况，并答记者问。看直播↓关注！（央视新闻）央视新闻的微博视频 .  ,,无,无,无,2020-02-15 09:03,无,4,3,1
IugZBFjZT,#江苏疫情通报#【2月15日最新通报：江苏新增11例新型冠状病毒肺炎确诊病例】2020年2月14日0-24时，江苏省报告新型冠状病毒肺炎新增确诊病例11例，均为普通型病例。新增出院病例23例。新增确诊病例中，无锡市1例、徐州市1例、苏州市1例、南通市1例、连云港市1例、淮安市4例、盐城市1例、扬州市1例。其中，年龄最大的77岁，最小的19岁。男性2人，女性9人。所有病例均已在定点医院救治，病情平稳。截至2月14日24时，江苏省累计报告新型冠状病毒肺炎确诊病例604例。其中，轻型病例47例，普通型病例547例，重型病例6例，危重型病例4例。出院病例160例。确诊病例中，南京市91例、无锡市52例、徐州市77例、常州市43例、苏州市86例、南通市40例、连云港市46例、淮安市60例、盐城市27例、扬州市21例、镇江市12例、泰州市37例、宿迁市12例。重型病例中，南京市1例、徐州市1例、苏州市1例、南通市1例、淮安市1例、镇江市1例。危重型病例中，徐州市1例、连云港市1例、淮安市1例、盐城市1例。出院病例中，南京市27例、无锡市15例、徐州市20例、常州市11例、苏州市17例、南通市13例、连云港市10例、淮安市11例、盐城市6例、扬州市6例、镇江市2例、泰州市16例、宿迁市6例。目前，江苏省追踪到密切接触者12062人，已解除医学观察8057人，尚有4005人正在接受医学观察。专家提醒：近期仍然要坚持尽量不要外出，更要避免集聚。尽量避免使用公共交通，开私家车要注意开窗通风。少去密闭、通风不良的公共场所，在外要注意减少公共部位的接触。出门戴口罩，回家先洗手。随着企业复工，来苏返苏人员增多，建议要尽快登录“来苏返苏人员健康状况主动申报系统”，每日早晚两次申报健康状况。有条件的企业事业单位，可以统一组织申报。如果出现发热或咳嗽等症状，请尽快到定点发热门诊就医，并主动告知前2周的生活轨迹。 原图 ,,http://wx2.sinaimg.cn/large/a5f5fd2agy1gbwsmm7jtkj20fj0fhmz0.jpg,无,无,2020-02-15 08:45,无,24,8,28
IugAOfbt4,#早安·江苏# 【寒潮警报、大风警报和全省天气预报】北方有一股较强冷空气继续东移南下，今天02时它的前锋已达连云港、蚌埠、霍山一线，目前我省北部地区已经出现大风降温天气，预计今天白天继续向南影响本省。受其影响，14-16日全省大部分地区48小时最低气温将下降12~14℃，并伴有陆上5~7级、江河湖海面7~9级偏北大风。17日早晨淮北地区最低气温将下降到-4~-5℃，其它地区-3℃左右，大部分地区有冰冻。（视频/快客cs）http://t.cn/A6h5x1LP  ,,无,无,无,2020-02-15 07:43,微博视频号,8,9,10
IucYpxF4O,#夜思#【免贵，我叫中国人！】口罩对于一线的战疫者迫在眉睫，就在宁杭高速上坊公安检查站，正在开展防疫工作的交警们却遇到了一位不愿留名的硬核中国人，从土耳其背回2000支口罩赠送给南京交警。疫情总会过去，无数无私奉献匿名者的精神值得被致敬。  原图 ,,http://wx3.sinaimg.cn/large/a5f5fd2agy1gbw20zfoqfj20nc0jbq68.jpg,无,无,2020-02-14 22:31,无,25,5,3
IucWgi0Tm,#身边感动##共同战疫#【一封家书，8000万人写给千里之外白衣战士！】出征湖北，不胜不归。江苏白衣战士在湖北的一举一动，时刻牵挂着家乡父老乡亲的心。江苏省委书记娄勤俭专门致信江苏支援湖北医疗队，向2497名前方医务人员表示慰问并致崇高敬意。千余字的信，仿若家书，纸短情长，字里行间都是感谢、关心与牵挂。这是江苏8000万父老乡亲给英雄儿女的家书，信转递至前方医务人员，也捎去家乡父老乡亲人对他们的千叮万嘱。鏖战无硝烟，家书抵万金。这封寄托无尽牵挂的家书，让千里之外与疫情搏斗的江苏支援湖北医疗队员，感到了“大后方”的强大依靠和贴心温暖。我们一起来倾听前方英雄儿女们的心声。 [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/a5f5fd2agy1gbwaqbq1fgj20k40om432.jpg,http://ww2.sinaimg.cn/large/a5f5fd2agy1gbwaqci5fuj20ku0o7adn.jpg,http://ww3.sinaimg.cn/large/a5f5fd2agy1gbwaqdd2pkj20ku0g9di2.jpg,http://ww2.sinaimg.cn/large/a5f5fd2agy1gbwaqe34j6j20ku0midj8.jpg,http://ww1.sinaimg.cn/large/a5f5fd2agy1gbwaqexo5bj20ku0ken0n.jpg,http://ww3.sinaimg.cn/large/a5f5fd2agy1gbwaqfr6bqj20ku0nrwio.jpg,http://ww2.sinaimg.cn/large/a5f5fd2agy1gbwaqglo5sj20ku0xc79a.jpg,http://ww4.sinaimg.cn/large/a5f5fd2agy1gbwaqap2prj20ku0x943u.jpg,http://ww1.sinaimg.cn/large/a5f5fd2agy1gbwaqhmcszj20ku0xvafg.jpg",无,无,2020-02-14 22:25,无,10,4,3
IubTuAj05,#江苏播报##共同战疫#【落地即接管！江苏省人医医疗队今接管武汉第一医院重症监护病区】2月13日晚，江苏省人民医院208名援湖北应对新冠肺炎疫情医疗队队员火速驰援武汉，2月14日下午4点前整建制接管武汉市第一医院重症监护病区。 落地即接管！江苏省人医医疗队今接管武汉第一医院重症监护病区  [组图共6张] 原图 ,,"http://ww4.sinaimg.cn/large/a5f5fd2aly1gbw62h0g4zj20ny0hl7s5.jpg,http://ww1.sinaimg.cn/large/a5f5fd2aly1gbw62kcegkj20nw0ht1kx.jpg,http://ww2.sinaimg.cn/large/a5f5fd2aly1gbw62mzwmxj20nz0hvtv0.jpg,http://ww1.sinaimg.cn/large/a5f5fd2aly1gbw62ppxgdj20nz0hu7p9.jpg,http://ww1.sinaimg.cn/large/a5f5fd2aly1gbw62qr6g9j20dw0dw7ba.jpg,http://ww1.sinaimg.cn/large/a5f5fd2aly1gbw62ebahqj20o00hu4om.jpg",无,无,2020-02-14 19:46,无,42,10,8
IuboQy6E2,#生活提示#【建议#外出后可用75%酒精擦拭手机#】外出后是否要对手机进行消毒？中国疾控中心研究员冯录召表示：每次外出回到家后，关闭手机电源，蘸取75%的酒精或其他对电子产品没有损害的消毒纸巾擦拭手机表面，并做好手卫生。如果外出没有使用手机，就不必对手机表面进行消毒。 http://t.cn/A6h58KYo  ,,无,无,无,2020-02-14 18:30,微博视频号,10,2,3
IubhCjyWE,#江苏播报#【江苏企业在行动：万众一心，没有翻不过的山】连日来，江苏众多爱心企业、企业家同心同德、众志成城，驰援湖北，在这场没有硝烟的战斗中，挺身而出，捐款、捐物、捐服务等各类公益捐赠活动次第展开，为众多一线的医护、行政、公益岗位的工作人员构筑起强大的经济后盾，生动诠释了友善江苏人的守望相助、扶危济困的执着初心。省国信集团、江苏交通控股公司、东部机场集团、省农垦集团、省沿海开发集团、华泰证券等众多企业纷纷响应，以实际行动支援疫情防控工作。 http://t.cn/A6htLJxo 原图 ,,http://wx3.sinaimg.cn/large/a5f5fd2agy1gbw3efhw3uj20dw0dw0un.jpg,无,无,2020-02-14 18:12,无,3,1,2
Iub0g6S8C,#文艺苏军战疫行动#致敬广大医务工作者和所有正在抗击疫情的人们！听@江苏广播 原创公益歌曲《有爱相伴的路上》！歌曲传递全国上下和社会各界众志成城的大爱与信心，传递同舟共济的温暖与力量！937江苏新闻广播的微博视频  ,,无,无,无,2020-02-14 17:30,微博视频号,6,2,6
IuaWGtJka,#江苏播报##江苏2020年重大项目投资计划出炉#【计划投资5410亿元！江苏再出重招，今年安排重大项目240个】重大项目对稳投资、稳增长、稳预期有重要的支撑作用。继出台稳定经济发展的50条措施后，2月14日，江苏省发展改革委介绍了2020年重大项目编制和推进情况。据了解，今年江苏投资计划安排省重大项目240个，包括实施项目220个、储备项目20个，其中220个实施项目年度计划投资5410亿元，比上年增加80亿元。值得注意的是，针对此次新冠肺炎疫情，江苏还新增安排了南京市第二医院（省传染病医院）扩建等公共卫生项目。 http://t.cn/A6h5g2N0 ,,无,无,无,2020-02-14 17:21,微博视频号,7,3,4
IuaDZ0bcg,【转扩！#金银潭医院呼吁康复患者捐献宝贵血浆#】13日，武汉金银潭医院院长张定宇称，医院目前在开展康复病人恢复期血浆的输入，已显示出初步效果。康复患者体内有大量中和抗体，能对抗病毒。张定宇呼吁：伸出您的胳膊，捐献宝贵的血浆，共同拯救还在与病魔作斗争的病人。捐献详戳↓转扩！  原图 ,,http://wx1.sinaimg.cn/large/a5f5fd2aly1gbw0lqm91wj20go0sp0ws.jpg,无,无,2020-02-14 16:35,无,5,2,12
IuavXph1B,#教育资讯#【疫情防控期间，江苏这些考试工作将有调整】 为切实做好疫情防控工作，保障广大考生、考试工作人员的生命安全和身体健康，维护考试的公平公正，省新型冠状病毒感染的肺炎疫情防控工作领导小组学校防控组现对疫情防控期间有关教育考试安排工作作以下推迟和调整—— 一、关于推迟研究生考试成绩公布和相关复试招生工作。我省2020年硕士研究生初试成绩将推迟至2月20日以后公布，成绩复查等工作也相应延后，具体时间另行通知。原定于近期举行的自划线高校硕士研究生复试录取工作和有关招生单位博士研究生考试招生工作推迟举行，具体工作安排由相关招生单位另行通知。原定4月初左右进行的全国硕士研究生复试工作是否延期将视疫情防控进展情况另行通知。 二、关于延期举行有关高校招生考试工作。原定于近期进行的2020年部分省外高校艺术类专业校考和高水平艺术团、高水平运动队的专业水平测试均予以推迟，后续具体考试安排，有关高校招生网站将及时公布。原定2月20日开始的高职院校提前招生文化测试报名和3月份的测试工作，以及原定3月份举行的普通高中学业水平测试必修科目考试、普通高校“专转本”全省统一考试和自主招生考试、普通高校对口单招专业技能考试时间均予以推迟，具体安排另行通知。 三、关于调整高等教育自学考试报名方式和现场业务办理工作。原定3月1日至10日进行的高等教育自学考试（4月）报名工作如期进行，全部实行远程网上报名，暂停现场相关业务办理，现场业务办理恢复时间另行公布。现场办理业务包括：无法远程网上自助完成新生注册或课程报考需要现场办理报考手续的，护理学、药学、中药学、监所管理等特殊专业新生注册资格的审核等业务。原定2月21日至27日网上申请转考和原定2月26日至28日现场办理转考确认手续的，延期进行，具体时间另行公布。原定4月11日至12日举行的全国高等教育自学考试时间是否延期，以教育部考试中心发布的公告为准。 四、按照国家统一部署调整有关教育考试时间。原定3月份举行的2020年上半年中小学教师资格考试笔试、全国英语等级考试（PETS）、全国计算机等级考试（NCRE）、剑桥少儿英语考试等国家统一举行的教育考试拟延期举行，具体安排以教育部考试中心公告为准。 原图 ,,http://wx1.sinaimg.cn/large/a5f5fd2agy1gbw015mugfj20ku0kjn0a.jpg,无,无,2020-02-14 16:15,无,13,7,5
Iua3zqKyu,【国务院联防联控机制发布会】国务院联防联控机制2月14日15时召开新闻发布会，介绍加大疫情防控财税支持力度情况、加大对受疫情影响企业特别是小微企业金融支持力度情况。现场直播↓↓一起关注。 人民日报的微博视频 .  ,,无,无,无,2020-02-14 15:05,无,1,0,0
Iu9YH9ldK,#市县看点#【南京一#小区出动无人机红外测温#，居民只需开窗配合】2月11日，南京。一社区出动无人机，对小区内高层隔离住户进行红外线体温测试。居民只要站在窗前配合就可完成测温。工作人员说，这样测温避免了交叉感染风险，但精度会被天气等影响，目前还在试测阶段。一手video的秒拍视频  ,,无,无,无,2020-02-14 14:53,微博视频号,8,2,2
Iu9Fy8Kad,#共同战疫#【中医“国家队”来了！#武汉首家中医特色方舱医院#今日开始收治患者】2月14日，武汉第一家中医特色的方舱医院开始接收新冠肺炎患者。这里是以中医为主的中西医结合治疗，国家中医药管理局牵头成立的中医国家队，承担了这家医院的救治工作。江苏队负责“苏六”病区，兼管病情较重患者。  [组图共4张] 原图 ,,"http://ww4.sinaimg.cn/large/a5f5fd2aly1gbvwaaaw63j20hs0a00u2.jpg,http://ww3.sinaimg.cn/large/a5f5fd2aly1gbvwa9w1z0j20hs0dcabd.jpg,http://ww4.sinaimg.cn/large/a5f5fd2aly1gbvwaryt7tj20dw0dw7ba.jpg,http://ww4.sinaimg.cn/large/a5f5fd2aly1gbvwa9ico3j20hs0dcjs3.jpg",无,无,2020-02-14 14:06,无,16,2,0
Iu8Z98o3f,#江苏疫情通报#2月14日江苏各市新型冠状病毒感染的肺炎疫情通报↓ ↓  [组图共9张] 原图 ,,"http://ww4.sinaimg.cn/large/a5f5fd2agy1gbw1hz5973j20iw1hcaiu.jpg,http://ww1.sinaimg.cn/large/a5f5fd2agy1gbw1i02gwwj20iw0pk42w.jpg,http://ww1.sinaimg.cn/large/a5f5fd2agy1gbw1i23b5hj20iw2m4h22.jpg,http://ww1.sinaimg.cn/large/a5f5fd2agy1gbw1i3n86mj20iw21hk0r.jpg,http://ww2.sinaimg.cn/large/a5f5fd2agy1gbvtaogkf2j20dw0dwmyn.jpg,http://ww2.sinaimg.cn/large/a5f5fd2agy1gbw1hxua9kj20iw11wte7.jpg,http://ww4.sinaimg.cn/large/a5f5fd2agy1gbw1i5k41sj20iw2bg7in.jpg,http://ww4.sinaimg.cn/large/a5f5fd2agy1gbw1i6dg1gj20iw0lk77d.jpg,http://ww2.sinaimg.cn/large/a5f5fd2agy1gbw1i87ytzj20iw1oqain.jpg",无,无,2020-02-14 12:21,360安全浏览器,27,5,18
Iu8Ts3kzP,#江苏播报#【江苏已派出2497名医务工作者支援湖北 娄勤俭专门致信送去家乡人民千叮万嘱】疫情防控到了最吃劲的关键阶段，湖北会战举国关注。2月13日下午，第七批江苏支援湖北医疗队飞抵湖北。截至目前，江苏已累计派出2497名医务工作者支援湖北，在全国省（市、自治区）中人数最多。武汉胜则湖北胜，湖北胜则全国胜。参加湖北会战的江苏白衣战士，与全国各地的驰援大军一道，必须要拿下这场不能输的战斗。江苏白衣战士在湖北的一举一动，时刻牵挂着江苏八千万父老乡亲的心。2月13日，江苏省委书记娄勤俭专门致信江苏支援湖北医疗队，代表省委、省政府向医疗队全体同志表示亲切慰问和衷心感谢，致以崇高敬意，再次送去家乡人民的千叮万嘱。 原图 ,,http://wx1.sinaimg.cn/large/a5f5fd2agy1gbvswiq33ij20lh4uy7wk.jpg,无,无,2020-02-14 12:07,无,64,13,11
Iu8zojJpz,#及时关注#【来宁返宁人员在抵宁之日一律登记报备、健康申报，“宁归来”平台使用指南来了！】2月12日，南京市新型冠状病毒肺炎疫情联防联控工作指挥部发布《关于进一步加强疫情防控期间来宁返宁人员管理的通告（第11号）》，要求来宁返宁人员在抵宁之日一律登记报备、健康申报并落实疫情防控措施，可通过“宁归来”平台登记报备。戳图了解↓↓↓ 原图 ,,http://wx2.sinaimg.cn/large/a5f5fd2aly1gbvpb9kkmpj20j62stn7v.jpg,无,无,2020-02-14 11:18,无,9,4,8
Iu8hPaAYT,#江苏对口支援湖北黄石##江苏援黄石医疗支援队出征#【江苏医疗支援队黄英姿等同志挂职黄石】中共黄石市委组织部下发《关于黄英姿等同志挂职的通知》，为坚决打赢新冠肺炎疫情阻击战，根据中央统一安排部署，江苏省选派了一批医疗专家团队对口支援我市新冠肺炎疫情防控工作。根据工作需要，经研究决定，在疫情防控期间，安排黄英姿等15名同志分别到鄂东医疗集团市中心医院、市中医医院(市传染病医院)、市妇幼保健院，黄石有色医院，黄石市煤炭矿务局职工医院挂职。具体挂职安排如下:  一、鄂东医疗集团市中心医院挂职人员(共5人)黄英姿同志（东南大学附属中大医院副院长、主任医师)挂任鄂东医疗集团市中心医院副院长、党委委员；赵炜同志(江苏省逸夫医院主任医师)挂任鄂东医疗集团市中心医院重症医学科业务主任；周蓉同志(南京医科大学第二附属医院主任护师、护士长)挂任鄂东医疗集团市中心医院重症医学科业务护士长;穆传勇同志(江苏大学附属第一医院主任医师)挂任鄂东医疗集团市中心医院呼吸内科业务主任;左靖芳同志(江苏省肿瘤医院主管护师)挂任鄂东医疗集团市中心医院呼吸内科业务护士长。二、鄂东医疗集团市中医医院(市传染病医院)挂职人员（共6人）姚欣同志（江苏省人民医院主任医师）挂任鄂东医疗集团市中医医院（市传染病医院）副院长、党委委员;冯旰珠同志（南京医科大学第二附属医院主任医师）挂任鄂东医疗集团市中医医院(市传染病医院)呼吸内科业务主任;曹娟同志（江苏省人民医院主管护师、护士长）挂任鄂东医疗集团市中医医院(市传染病医院)呼吸内科业务护士长;史志雪同志（江苏省中医院主管护师、护士长）挂任鄂东医疗集团市中医医院(市传染病医院)呼吸内科业务护士长;李卿同志（东南大学附属中大医院主治医师）挂任鄂东医疗集团市中医医院(市传染病医院)重症医学科业务主任;李晓青同志（东南大学附属中大医院护士长、副主任护师）挂任鄂东医疗集团市中医医院（市传染病医院）重症医学科业务护士长。三、鄂东医疗集团市妇幼保健院挂职人员（共2人）李灼同志（南京市儿童医院主任医师）挂任鄂东医疗集团市妇幼保健院儿科业务主任：柏振江同志（苏州大学附属儿科医院副主任医师）挂任鄂东医疗集团市妇幼保健院儿童重症医学科业务主任。四、黄石有色医院挂职人员(共1人)魏瑜同志（江苏省中医院主任中医师、呼吸科副主任）挂任黄石有色医院呼吸内科业务主任。五、黄石市煤炭矿务局职工医院挂职人员(共1人)黄汉鹏同志(江苏大学附属医院副主任医师)挂任黄石市煤炭矿务局职工医院呼吸内科业务主任。中共黄石市委组织部2020年2月13日（@东楚晚报） [组图共3张] 原图 ,,"http://ww4.sinaimg.cn/large/a5f5fd2aly1gbvq733pm7j20j60ee0ux.jpg,http://ww1.sinaimg.cn/large/a5f5fd2aly1gbvq72cjexj20j60eetb5.jpg,http://ww2.sinaimg.cn/large/a5f5fd2aly1gbvq73jifdj20j60eejto.jpg",无,无,2020-02-14 10:35,无,34,42,12
