#有滋有味宅生活#【战“疫”宅，奉上一份宅攻略】疫情当前，宅在家里，也是对社会、对抗疫的贡献。无论你是以下哪种宅，都是最棒的宅男宅女！奉上成语宅攻略一份，一起抗击疫情，科学防控！（@扬子晚报）  [组图共4张] 原图 
#江苏疫情通报#2月2日江苏各市新型冠状病毒感染的肺炎疫情通报↓ ↓  [组图共11张] 原图 
#有滋有味宅生活# 【要“宅”不要紧张！省人医开设防疫心理网络门诊】为减轻新型冠状病毒肺炎疫情对广大民众造成的不良情绪和心理压力，2月1日，江苏省人民医院网络门诊开设了防疫心理网络门诊，将心理危机干预纳入疫情防控整体部署中。据江苏省人民医院门诊部陈彦主任介绍，根据疫情防控的最新进展和国家相关要求，江苏省人民医院继前期开设新型冠状病毒感染的肺炎网络门诊后，此次开通防疫心理网络门诊，能针对市民出现的疫情相关焦虑紧张等情况，由心理医生将给出适时的“心理处方”，指导市民用健康积极的心态一起合力抗击疫情。http://t.cn/A6PpK2Ru 
#抗疫我在岗#【江苏省肿瘤医院10名ICU护士主动请战待命驰援武汉】2月1日下午4时左右，江苏省肿瘤医院ICU的护士们正像往常一样，紧张而有条不紊的忙碌，突然接到了选派ICU专科护理人员组建医疗队奔赴湖北武汉参与疫情防控和救治的通知。突如其来的消息没有让大家措手不及，反而是大家的勇敢和踊跃令人动容。短短几分钟，就有10余名护士毫不犹豫，主动请战。这一刻，大家的心都和武汉人民紧密连在一起。 [组图共4张] 原图 
#民生直达#【交通运输部公布#全国应急物资运输电话#】2月1日，交通运输部下发明电，要求各地切实保障疫情防控应急物资运输车辆顺畅通行，并公布了全国应急物资运输电话。各省份的应急运输电话将保持24小时通畅，及时解决应急运输车辆在通行中遇到的问题。http://t.cn/A6PpHncM  [组图共2张] 原图 
#民生直达#【#南京大萝卜给武汉伢送萝卜#！#南京首批61吨果蔬驰援武汉#】2月1日，南京农副产品物流中心，商户们自发向武汉捐赠首批61吨蔬菜水果，此外，还有数十吨蔬菜水果装车待发。7小时后，这批新鲜蔬果将交至武汉农贸中心，尽快配送到各防疫一线单位，并且登记备案，有据可查。http://t.cn/A6PpelGN 
#江苏疫情通报#【2月2日最新通报：江苏新增34例新型冠状病毒感染的肺炎确诊病例，累计确诊病例236例】2020年2月1日0-24时，江苏省报告新型冠状病毒感染的肺炎新增确诊病例34例。其中，南京市7例、无锡市6例、徐州市7例、常州市1例、苏州市4例、南通市5例、淮安市1例、盐城市2例、镇江市1例。新增出院病例1例。新增确诊病例中，6例有武汉旅行史，4例有武汉居住史，2例有湖北以外地区旅行史，21例为此前确诊病例的密切接触者。年龄最大的80岁，最小的16岁。女性17人，男性17人。所有病例均已在定点医院救治，病情稳定。已追踪到密切接触者744人，均在接受隔离医学观察。截至2月1日24时，江苏省累计报告新型冠状病毒感染的肺炎确诊病例236例，其中，重症病例1例，出院病例6例。确诊病例中，南京市35例、无锡市19例、徐州市30例、常州市15例、苏州市38例、南通市17例、连云港市13例、淮安市13例、盐城市15例、扬州市13例、镇江市3例、泰州市17例、宿迁市8例；重症病例中，苏州市1例；出院病例中，南京市2例、苏州市2例、连云港市1例、淮安市1例。目前，江苏省追踪到密切接触者3992人，已解除医学观察216人，尚有3776人在接受医学观察。专家提醒：请从湖北来江苏、去过湖北以及途经湖北来江苏的所有人员，主动、尽快到社区居（村）委会进行登记，并进行连续14天居家医学观察。期间要做好自我健康状况监测，每天测两次体温。条件允许时尽量单独居住或居住在通风良好的单人房间，并减少与家人密切接触。其他家庭成员同处同一房间时，应佩戴口罩，及时清洁消毒双手，不共用任何可能导致间接接触感染的物品，餐具需清洗消毒后才可再次使用。保持家居清洁，可使用含氯消毒剂和过氧乙酸消毒剂进行居室消毒。若出现发热、咳嗽、咽痛、胸闷、呼吸困难、乏力、腹泻等可疑症状时，应立即停止居家隔离戴上口罩及时就医。 原图 
#夜思#【为人类而焦虑】新型冠状病毒感染肺炎上海医疗救治专家组组长、复旦大学附属华山医院感染科主任张文宏以前的一次演讲：我是一个为人类而焦虑的人。干货满满，可以帮助我们理解传染病、理解这次新型冠状病毒肺炎。感谢静好岁月背后，那些为我们的健康而焦虑的人！张洲的微博视频  
#江苏疫情通报#【出院！】2月1日下午2点，淮安市首例新型冠状病毒感染的肺炎患者在淮安市救治专家组和医护人员的精心治疗下，从该市第四人民医院治愈出院，这也是淮安市首例治愈出院的新型冠状病毒感染的肺炎患者。  [组图共3张] 原图 
#江苏播报#【江苏三部门联合发布通知 加强老年人新型冠状病毒感染肺炎疫情防控工作】1月30日，江苏省卫生健康委员会、江苏省民政厅以及江苏省老龄委员会办公室联合发布通知，就加强老年人新型冠状病毒感染肺炎疫情防控工作提出要求。  [组图共3张] 原图 
#抗疫我在岗#【父母双双前线抗击疫情，萌娃哭着喊爸爸加油】 1月31日晚上，正在执勤的江苏淮安民警蒋大为接到女儿视频通话的请求。终于见到爸爸的女儿哭啼着喊“爸爸加油”，蒋大为强压着情绪叮嘱女儿要听爷爷奶奶的话。“视频里看到女儿一直在哭，特别是听到她说爸爸加油的时候，我差点没控制住眼泪，只能匆匆挂了电话。”蒋大为说，电话一挂，他就收到了女儿的信息“爸爸辛苦了”“爸爸加油干，注意自己的安全”“我在家等你”。（@平安江苏）http://t.cn/A6PNT1pN 
#江苏播报#【专家解读机关和事业单位疫情防控举措】随着春节长假接近尾声，人流迁移将迎来高峰。近日，江苏省疾控中心正在制定《江苏省机关事业单位新型冠状病毒感染的肺炎疫情防控卫生学技术指南》（以下简称《指南》），还将陆续制定工业企业、学校及托幼机构、农村（社区）、集贸市场、公共场所、餐饮服务单位等系列指南。根据《指南》，机关和事业单位在开始正常上班后，在疫情防控工作上应该注意哪些关键环节呢？江苏省疾控中心职业病防治所所长、主任医师张恒东对此进行了解读。http://t.cn/A6PN9H50 
#抗疫我在岗#【一个派出所有三位民警的妻子都是医生，三对夫妻全部在一线】江苏盐城大丰区公安局草庙派出所所长朱申、副所长胡舒、朱根，从大年29开始到今天，这三位民警入户排查已奋战了整整9天。而他们三人的妻子都是医生，现在也均在抗战疫情的第一线。这样的“巧合”在同一个农村派出所还真不多见，这样的“巧合”也真让人心生敬佩！（通讯员陈凯玲 扬子晚报/紫牛新闻记者施广权） [组图共6张] 原图 
#身边感动##抗疫我在岗#【这杯奶茶给你们暖和一下】1月29日21时10分左右，淮徐高速公路洋河站联合防疫值勤点，三名大学生给正在执行防疫任务的交通执法、公安交警、卫生健康委等6名工作人员每人送上1杯热奶茶。当晚在岗执勤的包括江苏省交通综合执法局徐盐支队三大队队员朱兆胜。从大年三十一直到初六，一直冲在防疫最前线。家中两个小孩均生病不适，面对防疫重任，他克服困难，主动冲上一线。他说，当时气温接近0度，瞬间就被暖到，硬是憋着没让眼泪流出来。在场人员轮流到收费站区附近空旷场所快速喝完“暖心奶茶”，继续投入到新型冠状病毒防疫阻击战之中。（@扬子晚报）http://t.cn/A6PNhj7z 
#便民提示#【抑制≠预防！！特别提醒：#请勿抢购自行服用双黄连口服液#】31日新华社记者从中国科学院上海药物所获悉，该所和武汉病毒所联合研究初步发现，中成药双黄连口服液可抑制新型冠状病毒。目前该发现仍是初步研究，该药已在上海公共卫生临床中心、华中科技大学附属同济医院开展临床研究，对病人如何有效还要做大量的实验。特别提醒：按照@世界卫生组织 ，到目前为止，还没有用于预防和治疗新型冠状病毒的药物。特定的治疗方法正在研究中，并将通过临床试验进行测试。再次提醒：普通人请勿自行服用双黄连口服液，运用中医中药，脱离辨证论治都是不准确的！治病请遵医嘱。（@人民日报） [组图共2张] 原图 
#江苏疫情通报#【关注！江苏疫情地图上线】新浪网肺炎疫情地图，上线分省疫情地图，实时信息，尽在掌握。#最新疫情地图# http://t.cn/A6PoyJwh  
#江苏播报#【吴政隆再次专题研究部署春节假期即将结束交通运输领域防输入防扩散工作】2月1日上午，省长吴政隆召集省新型冠状病毒感染的肺炎疫情防控工作领导小组交通管控组，就春节假期即将结束，加强交通运输领域防输入、防扩散工作进行再研究、再部署。  原图 
#民生直达#【2月1日起购买火车票须提供乘车人手机号码】据@中国铁路 ：根据有关部门要求，为加强新型冠状病毒感染的肺炎疫情防控工作，便于在需要时及时联系乘车旅客，自2月1日起，购票人须提供每一名乘车旅客本人使用的手机号码，方可购票。未成年人、老年人等重点旅客以及无手机的旅客，可提供监护人或能及时联系的亲友手机号码；港澳台旅客、外籍旅客可提供电子邮箱。铁路部门将依法保护旅客个人信息安全，在必要时对手机号码的真实性进行核验，核验不通过的将影响其继续购票。该举措在12306网站（含手机客户端）先行实施，为提高购票效率，建议购票人提前在12306网站（含手机客户端）填写乘车旅客手机号码。（@中国铁路） 
#抗疫我在岗#【致敬，疫情防控第一线的工作者！】江苏交通24小时不间断检查、口罩企业取消春节假期忙生产、“菜篮子”保供应……我在岗，护平安。@江苏省交通运输厅微博  [组图共9张] 原图 
#江苏疫情通报#2月1日江苏各市新型冠状病毒感染的肺炎疫情通报↓ ↓  [组图共13张] 原图 
#江苏疫情通报#【2月1日最新通报：江苏新增34例新型冠状病毒感染的肺炎确诊病例，累计确诊病例202例】2020年1月31日0-24时，江苏省报告新型冠状病毒感染的肺炎新增确诊病例34例。其中，南京市3例、无锡市1例、徐州市3例、常州市1例、苏州市2例、南通市2例、连云港市4例、淮安市2例、盐城市5例、扬州市5例、泰州市5例、宿迁市1例。新增出院病例3例。新增确诊病例中，13例有武汉旅行史，5例有武汉居住史，2例有湖北旅行史，13例为此前确诊病例的密切接触者。年龄最大的85岁，最小的13岁。女性15人，男性19人。均已在定点医院救治，病情稳定。已追踪到密切接触者615人，均在接受隔离医学观察。 截至1月31日24时，江苏省累计报告新型冠状病毒感染的肺炎确诊病例202例，其中，重症病例2例，出院病例5例。确诊病例中，南京市28例、无锡市13例、徐州市23例、常州市14例、苏州市34例、南通市12例、连云港市13例、淮安市12例、盐城市13例、扬州市13例、镇江市2例、泰州市17例、宿迁市8例；重症病例中，苏州市1例、镇江市1例；出院病例中，南京市2例、苏州市2例、连云港市1例。目前，江苏省追踪到密切接触者3248人，已解除医学观察164人，尚有3084人正在接受医学观察。专家提醒：请从湖北来江苏、去过湖北以及途经湖北来江苏的所有人员，主动、尽快到社区居（村）委会进行登记，并进行连续14天居家医学观察。期间要做好自我健康状况监测，每天测两次体温。条件允许时尽量单独居住或居住在通风良好的单人房间，并减少与家人密切接触。其他家庭成员同处同一房间时，应佩戴口罩，及时清洁消毒双手，不共用任何可能导致间接接触感染的物品，餐具需清洗消毒后才可再次使用。保持家居清洁，可使用含氯消毒剂和过氧乙酸消毒剂进行居室消毒。若出现发热、咳嗽、咽痛、胸闷、呼吸困难、乏力、腹泻等可疑症状时，应立即停止居家隔离戴上口罩及时就医。 原图 
#江苏疫情通报#【好消息接二连三！江苏又有三名确诊患者治愈出院】1月31日，南京首批两位新型冠状病毒感染的肺炎确诊患者治愈出院。当天下午，新型冠状病毒感染的肺炎确诊患者刘先生从连云港市第一人民医院出院。截至目前，江苏已有五名确诊病例相继治愈出院。江苏新闻的微博视频  原图 
#江苏播报#【回访江宁“硬核大爷”：没想到，咱让省委书记吃了闭门羹】 1月30日，“江苏省委书记在村口连吃闭门羹”的视频全网刷屏。省委书记娄勤俭不打招呼检查疫情防控工作，被村口党员岗哨拦下，两位老大爷迅速成为“网红”，被网友点赞称为江苏“硬核大爷”。“临走时，娄书记自报家门，我们非常激动！真没想到，我们拦下的是省委书记！”大爷说，虽然没能进村，娄书记还高高兴兴的，“这说明我们做得对！不管是谁进村都要拦下来问个清楚。”http://t.cn/A6PKkzA7 
#关注江苏新型肺炎疫情#全面消杀，联防联控，联合查控，卫健、城管、交通在行动！抗“疫”第一线，我在岗，护平安！#抗疫我在岗#  @新浪江苏 @南京城管  [组图共9张] 原图 
【辟谣！转给身边人！#关于食物与肺炎的谣言#】预防新型冠状病毒感染肺炎，熏白醋、吃大蒜、香油滴鼻孔、吃辣椒等等……全部是假的，只有最后一件事是真的，那就是“均衡营养，才有助提高免疫力！”转发周知！  [组图共9张] 原图 
"""#市县看点#【查！罚！】新型冠状病毒引发的肺炎疫情发生以来"
#便民提示#【江苏因疫情防控而临时管控的高速出入口（见图）1月31日中午12点更新】此图为动态信息发布，具体情况可以拨打96777咨询，或以当地政府、交警部门公布信息为准。（@江苏省交通运输厅微博）  原图 
#抗疫我在岗#【他们是#离新型冠状病毒最近的人# 每天接触七八十份样本！】在南京市疾控中心病毒实验室内，每天都要检验70到80个样本，工作人员24小时轮班，昼夜不休。南京所有采集的疑似感染者呼吸道和血液样本，都送这里检验，以判断是否感染。这里防护级别极高，为避免上厕所，他们尽可能减少水分摄入，辛苦啦！http://t.cn/A6PogYRT 
"""#便民提示#【孕妇必看！#疫情期间还能定期产检吗#？】南京市妇幼保健院产科主任丁虹娟介绍，疫情期间，孕妇仍要定期产检，有""""五个时间节点""""不能省：20周到24周之间，24周到28周之间，32周左右，36周以后和40周以后，有些时间节点可适当延后，如葡萄糖耐量试验。同时，孕妇去产检要做好防护和保暖，尽量乘私家车。如家属有发热等症状，一定要保持距离。http://t.cn/A6PKZtZe """
#民生直达#【居家隔离怎么做，听权威专家说一说】在新型冠状病毒感染的肺炎疫情防控措施中，密切接触者的居家隔离是很重要的一环。居家隔离该怎么做？31日，江苏省卫生健康委新型冠状病毒感染的肺炎防治专家组成员、省疾控中心急传所所长、主任医师鲍倡俊回答了这个大众关心的热点问题。http://t.cn/A6PoFilg 
#江苏播报#【#江苏省委书记进村检查疫情被拦下# 大爷的回答有多硬核？】大年初六下午三点左右，江苏省委书记娄勤俭到南京市江宁区汤山街道葛巷村检查疫情，被几位戴着口罩、套着红袖章的老同志拦住“外村的人不让进”。吃了“闭门羹”，娄书记却挺满意，他问：“村里有发热的病人吗？”老同志回答说：“没有！连在外打工的人都没回来。”说完，老同志又连声催促赶紧离开：“如果没什么事，你们早点离开吧。”http://t.cn/A6PoeMG1 
#及时关注#【什么是#国际关注的突发公共卫生事件#】北京时间1月31日凌晨， #世界卫生组织#总干事谭德塞宣布新型冠状病毒感染的肺炎疫情构成“国际关注的突发公共卫生事件”，不建议对中国采取旅行和贸易限制。（@人民日报 ）  原图 
#江苏疫情通报#1月31日江苏各市新型冠状病毒感染的肺炎疫情通报↓ ↓  [组图共13张] 原图 
【国家税务总局明确：延长2月纳税申报期限 进一步做好税务系统防控疫情工作】1月30日，国家税务总局召开党委扩大会议，对税务系统做好新型冠状病毒感染的肺炎疫情防控工作进行再部署。会议指出，根据疫情防控需要，在全国范围内将2月份纳税申报期限延长至2月24日；对湖北等疫情严重地区可视情况再适当延长；对受疫情影响办理申报仍有困难的纳税人可在此基础上依法申请进一步延期。同时，各级税务部门要积极拓展“非接触式”办税缴费服务，按照“尽可能网上办”的原则，提高涉税事项网上办理覆盖面。（@国家税务总局）http://t.cn/A6PSrs7l 原图 
#江苏疫情通报#【好消息！江苏又有1例确诊患者治愈出院】1月31日，据江苏省卫生健康委通报，江苏省苏州市的1名新型冠状病毒感染的肺炎确诊患者救治有效，恢复良好，经专家组确认，符合出院标准，已于日前治愈出院。据悉，这是江苏省治愈出院的第二例新型冠状病毒感染的肺炎确诊患者。据了解，此次治愈出院的患者赵某某，女性，32岁，现居住苏州工业园区，1月10日-12日曾赴武汉，1月21日因发热乏力到市定点收治医院隔离治疗。1月23日经检测新型冠状病毒核酸阳性。赵某某入院后，在专家组的会诊和指导下，经医护人员精心诊治和护理，病情逐步改善，呼吸道症状明显好转，肺部影像学显示炎症明显吸收，两次新型冠状病毒核酸检测阴性。经专家组讨论评估，符合国家卫生健康委最新的新型冠状病毒感染的肺炎确诊病例解除隔离和出院标准。加上此前1月24日出院的江苏省首例确诊患者朱某某，目前，江苏省已有2例新型冠状病毒感染的肺炎确诊出院病例。 原图 
#江苏播报#【为打赢疫情防控阻击战，江苏省委发了这份通知】http://t.cn/A6PSku1H  
#江苏疫情通报# 【1月31日最新通报：江苏新增39例新型冠状病毒感染的肺炎确诊病例，累计确诊病例168例】2020年1月30日0-24时，江苏省报告新型冠状病毒感染的肺炎新增确诊病例39例。其中，南京市6例、无锡市2例、徐州市5例、常州市3例、苏州市8例、南通市1例、连云港市3例、淮安市3例、盐城市2例、泰州市3例、宿迁市3例。新增重症病例1例，新增出院病例1例。新增确诊病例中，7例有武汉旅行史，10例有武汉居住史，3例有湖北旅行史，19例为此前确诊病例的密切接触者。年龄最大的71岁，最小的2岁。女性11人，男性28人。均已在定点医院救治，病情稳定。已追踪到密切接触者577人，均在接受隔离医学观察。截至1月30日24时，江苏省累计报告新型冠状病毒感染的肺炎确诊病例168例，其中，重症病例2例，出院病例2例。确诊病例中，南京市25例、无锡市12例、徐州市20例、常州市13例、苏州市32例、南通市10例、连云港市9例、淮安市10例、盐城市8例、扬州市8例、镇江市2例、泰州市12例、宿迁市7例；重症病例中，镇江市1例、苏州市1例；出院病例中，苏州市2例。目前，江苏省追踪到密切接触者2644人，已解除医学观察137人，尚有2507人正在接受医学观察。专家提醒：请从湖北来江苏、去过湖北以及途经湖北来江苏的所有人员，主动、尽快到社区居（村）委会进行登记，并进行连续14天居家医学观察。期间要做好自我健康状况监测，每天测两次体温。条件允许时尽量单独居住或居住在通风良好的单人房间，并减少与家人密切接触。其他家庭成员同处同一房间时，应佩戴口罩，及时清洁消毒双手，不共用任何可能导致间接接触感染的物品，餐具需清洗消毒后才可再次使用。保持家居清洁，可使用含氯消毒剂和过氧乙酸消毒剂进行居室消毒。若出现发热、咳嗽、咽痛、胸闷、呼吸困难、乏力、腹泻等可疑症状时，应立即停止居家隔离戴上口罩及时就医。（@健康江苏微博） 原图 
#及时关注#【#新型冠状病毒疫情构成国际关注的突发公共卫生事件#】#世卫组织新闻发布会# 当地时间周四晚间，世界卫生组织（WHO）在瑞士日内瓦召开新闻发布会，世界卫生组织总干事谭德塞宣布新型冠状病毒疫情构成国际关注的突发公共卫生事件。但他同时表示世界卫生组织对中国的应对举措有高度的信心，做出这一宣布并不是因为疫情是在中国发生，而是出于考虑保护那些应对措施较弱的国家。同时世界卫生组织反对任何国家发布任何针对中国的旅行和贸易限制。（新华社） 原图 
#江苏疫情通报#【重庆飞南通航班发现2名发热乘客】1月30日下午5时许，南通市新冠肺炎疫情防控指挥部接到南通机场报告，从重庆飞抵南通的航班DZ6294上，发现2名发热乘客，近期均有武汉逗留史。南通市立即启动应急预案，飞机着陆后，立即将2名发热乘客送至定点医院，其余73名乘客及10名机组成员均实施集中医学观察，后续工作正规范推进，相关信息将及时公布。 原图 
#生活提示#【预防新型冠状病毒，居家清洁消毒应该注意这几点！】  原图 
#便民提示#【这份工作区域防护指南请收好，非常非常非常重要！】复工后，如何在工作区域做好防护措施，这份指南都讲清了。预防疫情，从我做起！！↓↓  [组图共14张] 原图 
#及时关注##共同战疫#【注意！#感染者向他人吐口水或追刑责#】29日，湖北省公安厅发布《关于依法严厉打击涉医违法犯罪维护医疗秩序的通告》明确，新型冠状病毒携带者在公共场合向他人吐口水、患有或疑似患有新型冠状病毒感染的肺炎拒绝接受检疫、强制隔离或治疗，过失造成传染病传播的，将被追究刑事责任。 原图 
#便民提示#【转发收藏！#钟南山返程提醒九宫格#】不断变化的数字，依然严峻的疫情，牵动着千万颗心。病毒从何而来、什么症状该去医院、现在已经到疫情高峰了吗？在返程路上，返岗期间，你究竟该注意什么，快来重温这份钟南山院士的提醒！  [组图共9张] 原图 
【南京市新增5例新型冠状病毒感染的肺炎确诊病例的通报】2020年1月29日0-24时，南京市新增新型冠状病毒感染的肺炎确诊病例5例。全市累计报告新型冠状病毒感染的肺炎确诊病例19例。目前所有病例均在定点医疗机构接受隔离治疗，病情均稳定。新增病例情况病例1，女，37岁，现住南京市高淳区，有武汉旅居史。1月23日返回高淳，1月24日出现不适送往医院发热门诊就诊并隔离留观治疗。1月29日确诊为新型冠状病毒感染的肺炎病例，现在定点医疗机构隔离治疗。目前症状较轻，病情平稳。病例2，男，40岁，现住南京市江宁区，1月20日由武汉返回南京家中。1月27日出现不适前往医院就诊，当日转诊至南京市公共卫生医疗中心隔离治疗。1月29日确诊为新型冠状病毒感染的肺炎病例，现在定点医疗机构隔离治疗。目前症状较轻，病情平稳。病例3，男，35岁，现住南京市江宁区。1月20日从武汉返回南京。1月27日出现不适前往医院就诊并隔离留观。1月28日下午转诊至南京市公共卫生医疗中心隔离治疗。1月29日确诊为新型冠状病毒感染的肺炎病例，现在定点医疗机构隔离治疗。目前症状较轻，病情平稳。病例4，女，20岁，现住南京市江宁区，有确诊病例的密切接触史。1月25日出现不适前往医院就诊。1月29日确诊为新型冠状病毒感染的肺炎病例，现在定点医疗机构隔离治疗。目前症状较轻，病情平稳。病例5，女，10岁，长期随父母居住在武汉，现住南京市江宁区，有确诊病例的密切接触史。1月25日出现不适前往江宁区某医院就诊，1月27日转至南京市公共卫生医疗中心住院隔离治疗。1月29日确诊为新型冠状病毒感染的肺炎病例，现在定点医疗机构隔离治疗。目前症状较轻，病情平稳。目前共追踪到密切接触者270人，已解除医学观察66人，尚有204人正在接受医学观察。专家提醒：请从湖北来宁、去过湖北以及途经湖北来宁的所有人员，尽快主动到社区居（村）委会进行登记，并进行体温检测。如果没有症状，建议与家人进行居家医学观察14天，关注身体状况，每天早晚各测体温1次（包括家人），并记录在册。期间如出现发热、咳嗽等呼吸道症状，请佩戴防护口罩就近到发热门诊就诊。避免使用公共交通，可以开车前往，开车时注意打开车窗保持通风。 原图 
#发条微博赞江苏#【#江苏企业加班生产物资驰援武汉# 助力抗击疫情】苏州一家企业是省内唯一拥有专业医用防护服生产资质的企业，员工们正加班赶制口罩和防护服。吴江一家公司24小时不间断生产，首批30套组合式箱房和15名安装工人连夜出发，驰援武汉雷神山防疫医院建设。无锡一家公司召回刚放假的员工，紧急生产60台负压救护车。http://t.cn/A6PIB2SY 
#便民提示#【速查！新型冠状病毒肺炎确诊患者同行程查询工具来了】应对疫情，不必恐慌，确诊患者同行程查询工具来了！只要输入日期、车次和地区等信息，即可查询到对应行程，是否与已披露的确诊患者同行，早预防、早隔离、早救治！戳链接查询→ http://t.cn/A6PaASy4 （@人民日报）  
#万众一心战疫情# 【转发分享！#防疫横幅土味文案#】看看这几条标语横幅，你就明白为什么要依靠人民群众了！一起加油！打赢这场防疫阻击战！  （@央视新闻 ）  [组图共9张] 原图 
#民生直达##万众一心战疫情# 【菜场供应足 市民放心购】1月30日上午9点，在南京应天大街苏果社区店看到，几乎所有蔬菜品种齐全，供应充足，工作人员多次提醒“无需抢购，无需囤货”。（@扬子晚报） 扬子晚报的微博视频  
#江苏播报#1月30日江苏各市新型冠状病毒感染的肺炎疫情通报↓ ↓  [组图共12张] 原图 
#便民提示#【目前江苏20条左右普通公路双向封闭请绕行】#万众一心战疫情# 因防疫查控需要，目前江苏除对100多个高速道口采取了交通管制外，部分普通干线公路也暂时双向封闭。据省公路中心通报，1月30日9:00，因防疫需要，双向封闭的普通干线公路包括：南京:浦口S124苏皖交界乌江大桥无锡:S122江阴苏州界、S122江阴常州界、S259宜兴红旗路张家港交界处、S340江阴常熟交界处、S357江阴张家港交界处、S230无锡常州交界、S240宜兴金坛交界、S263宜兴常州交界、S342宜兴漕桥、S442江阴张家港交界处、S232芙蓉大道南、S261亚包大道常州交界处、S240宜兴常州金坛交界；苏州:S230苏浙省界、S224苏沪省界、S256苏沪省界；镇江：S238扬中一桥、X223县道幸福大桥；南通:S356如皋段；镇扬汽渡、扬高汽渡、、靖江汽渡、海太汽渡临时停航。省内其他干线公路通行正常。（扬子晚报） 原图 
#我是党员我先上#【江苏援湖北医疗队：成立临时党支部】1月27日晚，江苏首批援湖北医疗队成立临时党支部，筑起疫情防疫战斗前线的坚强“战斗堡垒”。这次支援湖北的首批江苏医疗队的147名队员中，有正式党员51名，预备党员4名。在他们的“请战”申请中，总少不了“因为是党员”这一坚定理由。一批未入党的队员也受此鼓舞，在党支部成立当日“火线”提交入党申请书，1天时间里就收到近20份。江苏援湖北医疗队临时党支部副书记、南医大二附院重症医学科副主任孙立群说：“这是责无旁贷的。我自己是一个重症医学科的医生，在所有的病人当中，这一部分病人是最危险的。对于照顾他们的医护人员来讲，也是很危险的，但是我肯定是要冲在一线的。” 原图 
#及时关注#【好消息！中科院武汉病毒所筛出能较好抑制新型冠状病毒药物】中国科学院武汉病毒研究所在新型冠状病毒研究方面取得突破，已筛选出几种能在细胞层面较好抑制这一病毒的药物，具有潜在临床应用价值。这是记者29日从中科院武汉病毒所获得的消息。据该所相关负责人介绍，筛选结果已向国家和湖北省新型冠状病毒感染的肺炎疫情防控指挥部科技攻关组报告，供综合研判后指导医疗救治。（新华社）http://t.cn/A6PXATXa 
#江苏播报#【1月30日最新通报：江苏新增30例新型冠状病毒感染的肺炎确诊病例，累计确诊129例】2020年1月29日0-24时，江苏省报告新型冠状病毒感染的肺炎新增确诊病例30例。其中，南京市5例、无锡市1例、徐州市7例、常州市2例、苏州市4例、南通市3例、连云港市3例、淮安市4例、泰州市1例。新增确诊病例中，11例有湖北居住史，9例有武汉旅行史，7例为此前确诊病例的密切接触者。年龄最大的67岁，最小的7岁。女性12人，男性18人。均已在定点医院救治，病情稳定。已追踪到密切接触者401人，均在接受隔离医学观察。截至1月29日24时，江苏省累计报告新型冠状病毒感染的肺炎确诊病例129例，其中，重症病例1例，出院病例1例。确诊病例中，南京市19例、无锡市10例、徐州市15例、常州市10例、苏州市24例、南通市9例、连云港市6例、淮安市7例、盐城市6例、扬州市8例、镇江市2例、泰州市9例、宿迁市4例；重症病例中，镇江市1例；出院病例中，苏州市1例。目前，江苏省追踪到密切接触者2069人，已解除医学观察117人，尚有1952人正在接受医学观察。专家提醒：请从武汉来江苏、去过武汉以及途经武汉来江苏的所有人员，主动、尽快到社区居（村）委会进行登记，并进行体温检测。如果没有症状，最好与家人在家进行医学观察14天，关注身体状况，每天早晚各测体温1次（包括家人），并记录在册。期间如出现呼吸道症状或发热，应拨打12320了解附近设有发热门诊的医疗机构信息，前往发热门诊就诊。避免采用公共交通，可以呼叫120或开车前往，开车时注意打开车窗保持通风，全程佩戴医用防护口罩。 原图 
#及时关注#【中国工程院院士张伯礼：我们期盼的#疫情拐点将要出现#】张伯礼接受采访表示，根据武汉近期疫情变化的数据，我们期盼的#疫情拐点将出现#。新增的病例开始减少，出院的病例增多，当然死亡的病例还要下降。出院的病例超过了死亡的病例，这一点显示了非常好的前景，也让我们看到了希望。(长江日报） 原图 
【正在直播！#湖北疫情防控新闻发布会#】29日晚，湖北省召开第8场新型冠状病毒感染的肺炎疫情防控工作新闻发布会，@人民日报 正在直播，转发关注！ 人民日报的微博视频 .  
#便民提示#【铁路部门延长退票时限：配合疫情防控、方便旅客退票】为打赢新型冠状病毒感染的肺炎疫情防控攻坚战，进一步方便旅客办理退票，铁路部门决定对使用现金购票或已于1月27日24时前换取纸质车票（含报销凭证）的旅客，暂时无法到车站办理退票的，做出延长退票时限调整。凡是于1月27日24时前购买的乘车日期在1月28日0时至2月26日24时的车票，可延期至3月25日24时前办理退票；凡是火车票票面发站所在地车站进站通道关闭的，在进站通道恢复之日起30日内均可办理退票；退票须在购票地或出发地各车站办理，办理时继续免收退票费，铁路乘意险一同办理。铁路部门提示，通过12306网站购买未换取纸质车票（含报销凭证）的，仍可在网上办理退票手续。 原图 
